match_id,team_side,team_code,player_id,player_name,position,jersey_number,is_starting,formation,lineup_status
25-26-champions-league-barcelona-vs-newcastle-united,away,4,,N. Pope,G,1,True,4-3-3,confirmed
25-26-champions-league-barcelona-vs-newcastle-united,away,4,,K. Trippier,D,2,True,4-3-3,confirmed
25-26-champions-league-barcelona-vs-newcastle-united,away,4,,F. Schär,D,5,True,4-3-3,confirmed
25-26-champions-league-barcelona-vs-newcastle-united,away,4,,D. Burn,D,33,True,4-3-3,confirmed
25-26-champions-league-barcelona-vs-newcastle-united,away,4,,V. Livramento,D,21,True,4-3-3,confirmed
25-26-champions-league-barcelona-vs-newcastle-united,away,4,,B. Guimarães,M,39,True,4-3-3,confirmed
25-26-champions-league-barcelona-vs-newcastle-united,away,4,,S. Tonali,M,8,True,4-3-3,confirmed
25-26-champions-league-barcelona-vs-newcastle-united,away,4,490,Joelinton,M,7,True,4-3-3,confirmed
25-26-champions-league-barcelona-vs-newcastle-united,away,4,,A. Elanga,F,20,True,4-3-3,confirmed
25-26-champions-league-barcelona-vs-newcastle-united,away,4,,A. Gordon,F,10,True,4-3-3,confirmed
25-26-champions-league-barcelona-vs-newcastle-united,away,4,,H. Barnes,F,11,True,4-3-3,confirmed
25-26-champions-league-barcelona-vs-newcastle-united,away,4,,N. Woltemade,F,27,False,4-3-3,confirmed
25-26-champions-league-barcelona-vs-newcastle-united,away,4,,J. Willock,M,28,False,4-3-3,confirmed
25-26-champions-league-barcelona-vs-newcastle-united,away,4,,M. Thiaw,D,12,False,4-3-3,confirmed
25-26-champions-league-barcelona-vs-newcastle-united,away,4,489,J. Murphy,M,23,False,4-3-3,confirmed
25-26-champions-league-barcelona-vs-newcastle-united,away,4,,S. Botman,D,4,False,4-3-3,confirmed
25-26-champions-league-barcelona-vs-newcastle-united,away,4,,M. Thompson,G,31,False,4-3-3,confirmed
25-26-champions-league-barcelona-vs-newcastle-united,away,4,,A. Ramsdale,G,32,False,4-3-3,confirmed
25-26-champions-league-barcelona-vs-newcastle-united,away,4,,L. Hall,D,3,False,4-3-3,confirmed
25-26-champions-league-barcelona-vs-newcastle-united,away,4,,W. Osula,F,18,False,4-3-3,confirmed
25-26-champions-league-barcelona-vs-newcastle-united,away,4,481,A. Murphy,D,37,False,4-3-3,confirmed
25-26-champions-league-barcelona-vs-newcastle-united,away,4,497,L. Miley,M,67,False,4-3-3,confirmed
25-26-champions-league-barcelona-vs-newcastle-united,away,4,,E. Krafth,D,17,False,4-3-3,confirmed
25-26-champions-league-barcelona-vs-newcastle-united,home,,,J. García,G,13,True,4-2-3-1,confirmed
