match_id,travel_distance_km,weather_description,temperature_c,wind_speed,pitch_condition,is_local_derby,is_neutral_ground,lineup_status
25-26-champions-league-barcelona-vs-newcastle-united,,,,,,False,False,confirmed
25-26-champions-league-liverpool-vs-galatasaray,,,,,,False,False,confirmed
25-26-champions-league-manchester-city-vs-real-madrid,,,,,,False,False,confirmed
