match_id,minute,value
25-26-efl-cup-aston-villa-vs-brentford,1,6
25-26-efl-cup-aston-villa-vs-brentford,2,44
25-26-efl-cup-aston-villa-vs-brentford,3,31
25-26-efl-cup-aston-villa-vs-brentford,4,27
25-26-efl-cup-aston-villa-vs-brentford,5,23
25-26-efl-cup-aston-villa-vs-brentford,6,59
25-26-efl-cup-aston-villa-vs-brentford,7,37
25-26-efl-cup-aston-villa-vs-brentford,8,8
25-26-efl-cup-aston-villa-vs-brentford,9,7
25-26-efl-cup-aston-villa-vs-brentford,10,8
25-26-efl-cup-aston-villa-vs-brentford,11,5
25-26-efl-cup-aston-villa-vs-brentford,12,22
25-26-efl-cup-aston-villa-vs-brentford,13,23
25-26-efl-cup-aston-villa-vs-brentford,14,19
25-26-efl-cup-aston-villa-vs-brentford,15,22
25-26-efl-cup-aston-villa-vs-brentford,16,6
25-26-efl-cup-aston-villa-vs-brentford,17,-5
25-26-efl-cup-aston-villa-vs-brentford,18,-7
25-26-efl-cup-aston-villa-vs-brentford,19,-9
25-26-efl-cup-aston-villa-vs-brentford,20,-11
25-26-efl-cup-aston-villa-vs-brentford,21,-8
25-26-efl-cup-aston-villa-vs-brentford,22,-54
25-26-efl-cup-aston-villa-vs-brentford,23,-40
25-26-efl-cup-aston-villa-vs-brentford,24,-100
25-26-efl-cup-aston-villa-vs-brentford,25,-61
25-26-efl-cup-aston-villa-vs-brentford,26,-52
25-26-efl-cup-aston-villa-vs-brentford,27,-43
25-26-efl-cup-aston-villa-vs-brentford,28,-55
25-26-efl-cup-aston-villa-vs-brentford,29,-23
25-26-efl-cup-aston-villa-vs-brentford,30,-23
25-26-efl-cup-aston-villa-vs-brentford,31,-3
25-26-efl-cup-aston-villa-vs-brentford,32,5
25-26-efl-cup-aston-villa-vs-brentford,33,31
25-26-efl-cup-aston-villa-vs-brentford,34,1
25-26-efl-cup-aston-villa-vs-brentford,35,48
25-26-efl-cup-aston-villa-vs-brentford,36,25
25-26-efl-cup-aston-villa-vs-brentford,37,12
25-26-efl-cup-aston-villa-vs-brentford,38,3
25-26-efl-cup-aston-villa-vs-brentford,39,1
