id,first_name,second_name,web_name,status,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,selected_by_percent,selected_rank,selected_rank_type,form,form_rank,form_rank_type,event_points,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,transfers_in_event,transfers_out_event,value_form,value_season,ep_next,ep_this,points_per_game,points_per_game_rank,points_per_game_rank_type,chance_of_playing_next_round,chance_of_playing_this_round,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,set_piece_threat,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,gw,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,bonus,bps,transfers_in,transfers_out,dreamteam_count,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence,creativity,threat,ict_index,tackles,clearances_blocks_interceptions,recoveries,defensive_contribution
1,David,Raya Martín,Raya,a,,,5.5,137,,23.5,14,,6.0,,,6,0,,0,,33143,28342,1.1,4.4,6.0,6.5,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4,6,90,0,0,1,0,0,0,0,0,0,1,1,0,24,283354,128620,0.0,0.0,0.0,0.0,0.20000000000000018,12.800000000000011,0.0,0.0,1.3000000000000007,0,0,9,9
2,Kepa,Arrizabalaga Revuelta,Arrizabalaga,a,,,4.4,531,,0.6,222,,0.0,,,0,0,,-1,,242,2187,0.0,0.0,0.0,0.5,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1286,8446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
340,Alex,Cairns,Cairns,a,,,4.0,616,,0.2,373,,0.0,,,0,0,,0,,126,250,0.0,0.0,-0.5,-0.5,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614,1338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
434,Tom,Heaton,Heaton,a,,,4.0,605,,0.3,311,,0.0,,,0,0,,0,,192,351,0.0,0.0,-0.5,-0.5,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,982,1915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
435,Dermot,Mee,Mee,a,,,4.0,660,,0.1,472,,0.0,,,0,0,,0,,73,157,0.0,0.0,-0.5,-0.5,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
80,Julio,Soler Barreto,Soler,a,,,4.0,716,,0.3,325,,0.3,,,1,0,,0,,359,431,0.1,0.2,-0.2,0.3,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1442,2591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
3,Karl,Hein,Hein,u,Has joined Werder Bremen on loan for the rest of the season.,,4.0,664,,0.4,260,,0.0,,,0,0,,0,,0,1309,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
4,Tommy,Setford,Setford,a,,,4.0,707,,0.2,353,,0.0,,,0,0,,0,,891,497,0.0,0.0,0.0,0.5,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4106,2186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
5,Gabriel,dos Santos Magalhães,Gabriel,a,Thigh injury - 75% chance of playing,,6.1,84,,21.8,17,,5.8,,,9,0,,1,,51492,20176,1.0,3.8,5.8,6.3,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4,9,90,0,0,1,0,0,0,0,0,0,0,1,1,32,250420,139630,0.0,0.2,0.009999999999999998,0.20999999999999996,0.20000000000000018,27.999999999999993,1.2999999999999998,9.0,3.799999999999999,2,8,3,13
6,William,Saliba,Saliba,d,Ankle injury - 75% chance of playing,,6.0,90,,13.3,31,,4.0,,,0,-1,,0,,1083,100689,0.7,2.7,3.0,3.4,,,,75.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,523545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
7,Riccardo,Calafiori,Calafiori,a,Hip injury - 75% chance of playing,,5.7,125,,13.5,30,,8.2,,,5,0,,2,,65844,19759,1.4,5.8,8.2,8.7,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4,5,67,0,0,1,0,0,0,0,1,0,0,1,0,16,509313,86143,0.0,0.0,0.010000000000000002,0.010000000000000009,0.09999999999999987,5.400000000000006,12.600000000000001,2.0,2.0,2,1,1,4
8,Jurriën,Timber,J.Timber,a,,,5.7,124,,11.1,39,,8.5,,,8,0,,2,,99140,13158,1.5,6.0,8.5,9.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4,8,90,0,0,1,0,0,0,0,0,0,0,1,2,37,408453,73240,0.0,0.29999999999999993,0.01999999999999999,0.32000000000000006,0.19999999999999996,19.799999999999983,13.0,35.0,6.800000000000001,2,4,2,8
9,Jakub,Kiwior,Kiwior,u,has joined Porto on loan for the rest of the season.,,5.4,200,,0.1,516,,0.0,,,0,0,,-1,,0,524,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,2965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
10,Myles,Lewis-Skelly,Lewis-Skelly,a,,,5.3,231,,2.4,113,,0.5,,,1,-1,,-2,,1227,11594,0.1,0.4,0.5,1.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4,1,22,0,0,0,0,0,0,0,0,0,0,0,0,3,5559,54470,0.0,0.0,0.0,0.0,0.09999999999999998,0.0,2.0,0.0,0.09999999999999998,0,0,2,2
11,Benjamin,White,White,a,,,5.4,185,,0.5,233,,1.5,,,0,0,,-1,,634,1727,0.3,1.1,1.5,2.0,,,,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1385,13599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
13,Brayden,Clarke,Clarke,a,,,4.0,710,,0.5,235,,0.0,,,0,0,,0,,692,1554,0.0,0.0,0.0,0.5,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3689,6602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
14,Maldini,Kacurri,Kacurri,a,has joined Morecambe on loan for the rest of the season.,,4.0,722,,0.2,393,,0.0,,,0,0,,0,,160,445,0.0,0.0,0.0,0.5,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789,1756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
15,Josh,Nichols,Nichols,a,,,4.0,686,,0.2,386,,0.0,,,0,0,,0,,149,434,0.0,0.0,0.0,0.5,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802,1793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
16,Bukayo,Saka,Saka,i,Hamstring injury - Unknown return date,,9.8,5,,4.1,85,,2.2,,,0,0,,-2,,606,35468,0.2,0.9,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4376,311657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
17,Martin,Ødegaard,Ødegaard,d,Shoulder injury - 75% chance of playing,,7.9,17,,2.5,110,,2.0,,,1,0,,-1,,1942,20440,0.3,1.0,1.5,2.5,,,,75.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,4,1,17,0,0,0,0,0,0,0,0,0,0,1,0,3,43934,42167,0.0,0.0,0.0,0.0,0.0,0.0,5.200000000000003,0.0,0.5,0,0,0,0
18,Noni,Madueke,Madueke,a,Knee injury - 50% chance of playing,,7.0,37,,1.6,145,,2.2,,,3,0,,0,,17164,5147,0.3,1.3,2.2,2.7,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4,3,78,0,0,1,0,0,0,0,0,0,0,1,0,24,86688,21331,0.0,0.0,0.71,0.71,0.10000000000000009,22.6,70.8,26.0,11.9,3,1,3,7
19,Gabriel,Martinelli Silva,Martinelli,a,Muscle injury - 50% chance of playing,,6.9,45,,1.0,182,,1.2,,,1,0,,-1,,678,4337,0.2,0.7,1.2,1.7,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4,1,12,0,0,0,0,0,0,0,0,0,0,0,0,4,4605,15925,0.0,0.0,0.0,0.0,0.10000000000000009,2.0,4.300000000000001,0.0,0.6000000000000005,0,0,1,1
20,Leandro,Trossard,Trossard,a,,,6.9,43,,0.3,319,,1.2,,,4,0,,-1,,405,546,0.2,0.7,1.2,1.7,,,,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,4,4,11,0,1,0,0,0,0,0,0,0,0,0,0,12,1220,3404,0.0,0.0,0.26,0.26,0.1,17.200000000000003,10.5,4.0,3.1999999999999997,0,0,0,0
21,Declan,Rice,Rice,a,,,6.5,53,,9.0,46,,4.2,,,1,0,,0,,10963,38744,0.6,2.6,4.2,4.7,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4,1,22,0,0,0,0,0,0,0,0,0,0,0,0,1,118653,100563,0.0,0.0,0.030000000000000027,0.029999999999999916,0.10000000000000009,3.3999999999999986,1.2999999999999972,2.0,0.6999999999999993,1,0,2,3
22,Mikel,Merino Zazón,Merino,a,,,5.9,105,,0.5,242,,1.8,,,3,0,,-1,,5227,2172,0.3,1.2,1.8,2.3,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4,3,90,0,0,1,0,0,0,0,0,0,0,1,0,15,17811,8307,0.0,0.13,0.06999999999999999,0.2,0.19999999999999996,13.200000000000001,20.3,33.0,6.699999999999999,0,2,8,10
23,Fábio,Ferreira Vieira,Fábio Vieira,u,has joined Hamburger on loan for the rest of the season.,,5.4,198,,0.0,625,,0.0,,,0,0,,-1,,0,258,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
24,Christian,Nørgaard,Nørgaard,a,,,5.4,179,,0.2,367,,0.0,,,0,0,,-1,,158,740,0.0,0.0,0.0,0.5,,,,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,5534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
25,Ethan,Nwaneri,Nwaneri,a,,,5.4,209,,0.2,368,,1.0,,,3,0,,-1,,326,759,0.2,0.7,1.0,1.5,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4,3,72,0,0,1,0,0,0,0,0,0,0,0,0,8,1249,3972,0.0,0.15000000000000002,0.03,0.18,0.2,2.4000000000000004,18.7,15.0,3.5999999999999996,0,1,3,4
26,Martín,Zubimendi Ibáñez,Zubimendi,a,,,5.4,205,,2.6,109,,6.2,,,16,0,,-1,,85253,5688,1.1,4.6,6.2,6.7,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4,16,90,2,0,1,0,0,0,0,0,0,0,1,3,52,98978,34674,0.0,0.15999999999999998,0.03,0.18999999999999997,0.20000000000000018,68.60000000000001,14.499999999999998,25.0,10.8,0,1,1,2
28,Ismeal,Kabia,Kabia,u,has joined Shrewsbury Town on loan for the rest of the season.,,4.5,502,,0.2,355,,0.0,,,0,0,,0,,0,1373,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,6489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
29,Albert,Sambi Lokonga,Sambi,u,has joined Hamburger permanently.,,4.5,432,,0.1,487,,0.0,,,0,0,,0,,0,706,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,3329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
30,Kai,Havertz,Havertz,i,Knee injury - Unknown return date,,7.4,27,,0.4,262,,0.2,,,0,0,,-1,,38,1523,0.0,0.1,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,10379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
31,Gabriel,Fernando de Jesus,G.Jesus,i,Knee injury - Expected back 30 Dec,,6.5,54,,0.0,599,,0.0,,,0,0,,0,,23,119,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
266,Eberechi,Eze,Eze,a,,,7.5,25,,12.1,36,,2.5,,,6,0,,0,,60213,20644,0.3,1.3,2.5,3.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4,6,78,0,1,1,0,0,0,0,0,0,0,1,0,19,301817,149644,0.0,0.06,0.43999999999999995,0.5,0.10000000000000009,20.4,16.299999999999997,11.0,4.8,0,0,2,2
662,Cristhian,Mosquera,Mosquera,a,,,5.4,210,,0.2,381,,2.5,,,7,0,,-1,,2754,531,0.5,1.9,2.5,3.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4,7,90,0,0,1,0,0,0,0,0,0,0,1,1,32,8383,2762,0.0,0.0,0.04,0.04,0.19999999999999996,21.4,1.5999999999999999,2.0,2.5,2,6,6,14
666,Viktor,Gyökeres,Gyökeres,a,Muscle injury - 50% chance of playing,,9.0,7,,25.5,12,,5.0,,,6,0,,0,,88249,42034,0.6,2.2,5.0,5.5,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4,6,67,1,0,1,0,0,0,0,0,0,0,1,0,30,366414,337014,0.0,0.8400000000000001,0.020000000000000018,0.8600000000000001,0.10000000000000009,34.599999999999994,11.299999999999997,44.0,9.0,1,1,1,3
