id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat,first_name,second_name,web_name,news,news_added,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,defensive_contribution,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,tackles,clearances_blocks_interceptions,recoveries
1,a,0.0,0.0,5.5,137,,0,,0,,23.5,14,,24,6,,,,3,102,6.0,,,1.1,4.4,,746262,33143,363824,28342,6.0,6.5,0.0,0.02,0.02,2.41,,,,,95.4,,,10.0,,,0.0,,,10.5,,,,,,4,,David,Raya Martín,Raya,,,360,0,0,3,1,0,0,0,1,0,11,4,38,,,,,,,,,0,1,37
2,a,0.0,0.0,4.4,531,,0,,-1,,0.6,222,,0,0,,,,0,0,0.0,,,0.0,0.0,,4774,242,35041,2187,0.0,0.5,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,4,,Kepa,Arrizabalaga Revuelta,Arrizabalaga,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0
340,a,0.0,0.0,4.0,616,,0,,0,,0.2,373,,0,0,,,,0,0,0.0,,,0.0,0.0,,2002,126,4369,250,-0.5,-0.5,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,4,,Alex,Cairns,Cairns,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0
434,a,0.0,0.0,4.0,605,,0,,0,,0.3,311,,0,0,,,,0,0,0.0,,,0.0,0.0,,3736,192,6833,351,-0.5,-0.5,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,4,,Tom,Heaton,Heaton,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0
435,a,0.0,0.0,4.0,660,,0,,0,,0.1,472,,0,0,,,,0,0,0.0,,,0.0,0.0,,1089,73,2496,157,-0.5,-0.5,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,4,,Dermot,Mee,Mee,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0
80,a,0.0,0.0,4.0,716,,0,,0,,0.3,325,,1,1,,,,0,2,0.3,,,0.1,0.2,,4319,359,9227,431,-0.2,0.3,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,4,,Julio,Soler Barreto,Soler,,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0
3,u,0.0,0.0,4.0,664,,0,,0,,0.4,260,,0,0,,,,0,0,0.0,,,0.0,0.0,,5545,0,23570,1309,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,4,,Karl,Hein,Hein,Has joined Werder Bremen on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0
4,a,0.0,0.0,4.0,707,,0,,0,,0.2,353,,0,0,,,,0,0,0.0,,,0.0,0.0,,7957,891,6061,497,0.0,0.5,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,4,,Tommy,Setford,Setford,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0
5,a,0.0,0.0,6.1,84,,0,,1,,21.8,17,,23,9,,,,1,89,5.8,,,1.0,3.8,,755532,51492,407489,20176,5.8,6.3,0.26,0.03,0.29,2.41,,,,,79.6,,,6.3,,,21.0,,,10.7,,,,,,4,,Gabriel,dos Santos Magalhães,Gabriel,Thigh injury - 75% chance of playing,,360,0,0,3,1,0,0,0,0,0,0,4,37,,,,,,,,,4,23,10
6,d,75.0,75.0,6.0,90,,-1,,0,,13.3,31,,16,0,,,,1,56,4.0,,,0.7,2.7,,471729,1083,772898,100689,3.0,3.4,0.0,0.01,0.01,1.69,,,,,52.8,,,2.2,,,2.0,,,5.8,,,,,,4,,William,Saliba,Saliba,Ankle injury - 75% chance of playing,,184,0,0,2,0,0,0,0,0,0,0,3,29,,,,,,,,,4,18,7
7,a,0.0,0.0,5.7,125,,0,,2,,13.5,30,,33,5,,,,3,96,8.2,,,1.4,5.8,,1304751,65844,189128,19759,8.2,8.7,1.43,0.04,1.47,1.66,,,,,89.4,,,38.0,,,70.0,,,19.7,,,,,,4,,Riccardo,Calafiori,Calafiori,Hip injury - 75% chance of playing,,291,1,2,3,1,0,0,0,2,0,0,4,25,,,,,,,,,5,10,10
8,a,0.0,0.0,5.7,124,,0,,2,,11.1,39,,34,8,,,,5,109,8.5,,,1.5,6.0,,1003546,99140,180682,13158,8.5,9.0,1.2,0.12,1.32,1.55,,,,,129.2,,,54.2,,,121.0,,,30.5,,,,,,4,,Jurriën,Timber,J.Timber,,,262,2,1,2,1,0,0,0,1,0,0,3,30,,,,,,,,,10,12,8
9,u,0.0,0.0,5.4,200,,0,,-1,,0.1,516,,0,0,,,,0,0,0.0,,,0.0,0.0,,1119,0,8010,524,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,4,,Jakub,Kiwior,Kiwior,has joined Porto on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0
10,a,0.0,0.0,5.3,231,,-1,,-2,,2.4,113,,2,1,,,,0,9,0.5,,,0.1,0.4,,32513,1227,237814,11594,0.5,1.0,0.0,0.0,0.0,0.76,,,,,4.4,,,5.7,,,0.0,,,0.9,,,,,,4,,Myles,Lewis-Skelly,Lewis-Skelly,,,66,0,0,0,0,0,0,0,1,0,0,0,6,,,,,,,,,1,1,4
11,a,100.0,100.0,5.4,185,,0,,-1,,0.5,233,,6,0,,,,0,23,1.5,,,0.3,1.1,,23378,634,64930,1727,1.5,2.0,0.01,0.01,0.02,0.87,,,,,15.4,,,11.3,,,1.0,,,2.8,,,,,,4,,Benjamin,White,White,,,70,0,0,1,0,0,0,0,0,0,0,1,12,,,,,,,,,2,6,4
13,a,0.0,0.0,4.0,710,,0,,0,,0.5,235,,0,0,,,,0,0,0.0,,,0.0,0.0,,15592,692,26268,1554,0.0,0.5,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,4,,Brayden,Clarke,Clarke,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0
14,a,0.0,0.0,4.0,722,,0,,0,,0.2,393,,0,0,,,,0,0,0.0,,,0.0,0.0,,3401,160,7950,445,0.0,0.5,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,4,,Maldini,Kacurri,Kacurri,has joined Morecambe on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0
15,a,0.0,0.0,4.0,686,,0,,0,,0.2,386,,0,0,,,,0,0,0.0,,,0.0,0.0,,2886,149,7484,434,0.0,0.5,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,4,,Josh,Nichols,Nichols,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0
16,i,0.0,0.0,9.8,5,,0,,-2,,4.1,85,,9,0,,,,0,34,2.2,,,0.2,0.9,,213063,606,1558919,35468,0.0,0.0,0.26,0.12,0.38,1.69,,,,,52.4,,,46.8,,,28.0,,,12.7,,,,,,4,,Bukayo,Saka,Saka,Hamstring injury - Unknown return date,,142,1,0,1,0,0,0,0,0,0,0,2,9,,,,,,,,,3,0,6
17,d,75.0,100.0,7.9,17,,0,,-1,,2.5,110,,8,1,,,,0,27,2.0,,,0.3,1.0,,101827,1942,243586,20440,1.5,2.5,0.14,0.35,0.49,1.94,,,,,20.8,,,32.1,,,22.0,,,7.5,,,,,,4,,Martin,Ødegaard,Ødegaard,Shoulder injury - 75% chance of playing,,164,0,0,1,1,0,0,0,0,0,0,3,17,,,,,,,,,2,6,9
18,a,0.0,0.0,7.0,37,,0,,0,,1.6,145,,9,3,,,,0,41,2.2,,,0.3,1.3,,105997,17164,61088,5147,2.2,2.7,0.14,0.85,0.99,1.49,,,,,29.8,,,110.0,,,76.0,,,21.5,,,,,,4,,Noni,Madueke,Madueke,Knee injury - 50% chance of playing,,259,0,0,2,1,0,0,0,0,0,0,3,12,,,,,,,,,3,1,8
19,a,0.0,0.0,6.9,45,,0,,-1,,1.0,182,,5,1,,,,0,21,1.2,,,0.2,0.7,,20340,678,72643,4337,1.2,1.7,0.02,0.01,0.03,1.08,,,,,9.6,,,15.0,,,27.0,,,5.2,,,,,,4,,Gabriel,Martinelli Silva,Martinelli,Muscle injury - 50% chance of playing,,140,0,0,1,0,0,0,0,0,0,0,2,8,,,,,,,,,2,0,6
20,a,100.0,100.0,6.9,43,,0,,-1,,0.3,319,,5,4,,,,0,16,1.2,,,0.2,0.7,,3585,405,18235,546,1.2,1.7,0.07,0.29,0.36,0.1,,,,,22.6,,,32.0,,,8.0,,,6.3,,,,,,4,,Leandro,Trossard,Trossard,,,48,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0
21,a,0.0,0.0,6.5,53,,0,,0,,9.0,46,,17,1,,,,0,54,4.2,,,0.6,2.6,,332431,10963,271816,38744,4.2,4.7,0.15,0.68,0.83,1.83,,,,,44.4,,,75.3,,,15.0,,,13.5,,,,,,4,,Declan,Rice,Rice,,,284,0,2,2,1,0,0,0,0,0,0,3,23,,,,,,,,,1,7,15
22,a,0.0,0.0,5.9,105,,0,,-1,,0.5,242,,7,3,,,,0,23,1.8,,,0.3,1.2,,24770,5227,45320,2172,1.8,2.3,0.13,0.09,0.22,0.97,,,,,19.6,,,22.6,,,33.0,,,7.6,,,,,,4,,Mikel,Merino Zazón,Merino,,,166,0,0,2,0,0,0,0,0,0,0,2,16,,,,,,,,,3,3,10
23,u,0.0,0.0,5.4,198,,0,,-1,,0.0,625,,0,0,,,,0,0,0.0,,,0.0,0.0,,933,0,3276,258,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,4,,Fábio,Ferreira Vieira,Fábio Vieira,has joined Hamburger on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0
24,a,100.0,100.0,5.4,179,,0,,-1,,0.2,367,,0,0,,,,0,0,0.0,,,0.0,0.0,,1553,158,45680,740,0.0,0.5,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,4,,Christian,Nørgaard,Nørgaard,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0
