id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat
1,a,100.0,75.0,5.4,169,104,-1,1,-1,1,0.0,568,248,0,0,0.0,596,269,0,0,0.0,596,269,0.0,0.0,0,296,212,1094,220,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595,265,0.0,597,270,0.0,586,264,0.0,600,270,,,4.0,2,6.666666666666667
2,d,75.0,,6.9,36,16,0,0,-1,1,1.5,157,26,0,0,0.0,621,69,0,1,0.0,621,69,0.0,0.0,0,14838,2668,98567,32422,0.8,1.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,2.7,0.2,328,35,0.8,285,30,0.0,623,69,0.1,336,36,,,,2,0.0
3,a,,,6.0,80,5,0,0,0,0,13.0,29,8,12,6,6.0,35,10,1,47,6.0,31,8,1.0,2.0,0,63653,26930,92232,30325,7.0,7.0,0.12,0.04,0.16,1.75,0.06,0.02,0.08,0.88,35.2,96,30,3.3,219,64,8.0,153,32,4.6,162,51,,,,2,0.0
4,a,,,8.1,12,4,0,0,1,-1,17.1,18,5,14,2,7.0,18,3,3,46,7.0,17,3,0.9,1.7,1,460313,109359,166442,101314,8.0,8.0,0.66,0.07,0.73,1.75,0.33,0.04,0.37,0.88,54.8,33,5,30.2,69,5,61.0,20,8,14.5,28,6,,,3.0,2,13.333333333333334
5,u,0.0,0.0,4.0,602,63,0,0,0,0,0.1,502,63,0,0,0.0,379,45,0,0,0.0,379,45,0.0,0.0,0,0,0,1570,340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375,46,0.0,363,27,0.0,305,25,0.0,383,46,,,,2,0.0
6,a,,,5.5,134,14,0,0,0,0,0.9,192,69,7,6,3.5,96,37,0,26,3.5,93,35,0.6,1.3,0,16435,12136,16898,4916,4.5,4.5,0.02,0.02,0.04,1.27,0.02,0.02,0.04,1.15,3.4,281,102,5.5,189,54,10.0,136,27,1.8,267,90,,,,2,0.0
7,a,,,4.9,307,202,-1,1,-1,1,0.3,315,104,0,0,0.0,534,232,0,0,0.0,534,232,0.0,0.0,0,3932,1317,10237,3473,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527,225,0.0,526,232,0.0,495,210,0.0,534,231,,,,2,0.0
8,a,,,4.9,323,41,-1,1,-1,1,0.2,380,142,0,0,0.0,544,195,0,0,0.0,544,195,0.0,0.0,0,1117,409,5418,1468,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538,197,0.0,536,197,0.0,507,192,0.0,545,197,,,,2,0.0
9,a,,,7.0,30,16,0,0,0,0,2.7,116,38,6,3,3.0,111,46,0,25,3.0,110,45,0.4,0.9,0,31292,10120,58208,24278,4.0,4.0,0.08,0.6,0.68,1.59,0.05,0.35,0.4,0.93,20.0,179,75,63.0,23,20,35.0,54,33,11.8,47,33,,,,2,0.0
10,a,,,5.0,214,138,0,0,0,0,0.0,530,217,1,1,1.0,262,131,0,3,0.5,300,149,0.1,0.2,0,430,178,1138,337,1.5,1.5,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.9,2.0,301,150,0.0,556,248,0.0,529,228,0.2,322,164,,,,2,0.0
11,a,,,5.9,90,27,0,0,-1,1,0.3,306,49,0,0,0.0,609,65,0,0,0.0,609,65,0.0,0.0,0,3899,1503,13118,3769,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612,66,0.0,612,66,0.0,606,65,0.0,612,66,,,,2,0.0
12,a,,,4.5,487,254,0,0,0,0,0.2,346,117,0,0,0.0,504,208,0,0,0.0,504,208,0.0,0.0,0,4241,1775,4873,1955,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497,200,0.0,497,208,0.0,462,184,0.0,505,207,,,,2,0.0
13,a,,,8.5,10,8,0,0,0,0,13.5,27,11,5,2,2.5,130,63,0,20,2.5,129,62,0.3,0.6,0,48553,19706,272656,115967,3.5,3.5,0.28,0.66,0.94,1.75,0.14,0.33,0.47,0.88,24.4,158,67,58.2,27,24,35.0,55,34,11.8,48,34,3.0,1.0,2.0,2,80.0
14,a,,,4.5,409,28,0,0,0,0,0.8,206,28,0,0,0.0,454,60,0,0,0.0,454,60,0.0,0.0,0,3701,1323,17386,5339,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448,61,0.0,445,51,0.0,401,50,0.0,456,61,,,,2,0.0
15,a,,,5.5,112,4,0,0,0,0,26.7,12,1,18,10,9.0,7,1,4,55,9.0,6,1,1.6,3.3,1,231523,159848,117862,29584,10.0,10.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.88,56.2,29,4,0.0,602,67,0.0,592,67,5.6,129,5,,,,2,0.0
16,a,,,6.5,47,28,0,0,0,0,5.7,71,23,5,2,2.5,121,54,0,27,2.5,120,53,0.4,0.8,0,35373,9957,113136,43423,3.5,3.5,0.16,0.16,0.32,1.6,0.08,0.08,0.16,0.83,25.4,150,62,25.7,80,63,29.0,70,45,8.0,82,58,2.0,2.0,,2,60.0
17,a,,,10.0,5,4,0,0,0,0,34.2,7,3,18,6,9.0,9,6,2,63,9.0,8,5,0.9,1.8,1,389415,149127,188071,89725,10.0,10.0,0.4,0.47,0.87,1.57,0.22,0.25,0.47,0.85,92.0,7,4,89.1,7,6,105.0,3,2,28.6,1,1,1.0,,1.0,2,66.66666666666667
18,a,,,6.0,82,6,0,0,0,0,39.8,3,1,12,6,6.0,36,11,0,50,6.0,32,9,1.0,2.0,0,149155,78000,185842,60296,7.0,7.0,0.0,0.01,0.01,1.75,0.0,0.0,0.0,0.88,38.6,77,20,2.1,247,77,0.0,610,205,4.1,191,63,,,,2,0.0
20,a,,,5.0,205,131,0,0,0,0,0.7,211,73,14,11,7.0,14,9,3,43,7.0,13,8,1.4,2.8,0,54346,50000,8311,6239,8.0,8.0,0.16,0.14,0.3,1.75,0.08,0.07,0.15,0.88,53.8,36,18,51.1,29,25,9.0,140,83,11.4,50,35,,,,2,0.0
21,i,0.0,0.0,4.4,534,143,-1,1,-1,1,0.0,550,185,0,0,0.0,408,147,0,0,0.0,408,147,0.0,0.0,0,85,33,2197,413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403,151,0.0,391,150,0.0,335,125,0.0,411,151,,,,2,0.0
22,i,0.0,0.0,4.9,320,40,0,0,-1,1,0.1,513,181,0,0,0.0,542,194,0,0,0.0,542,194,0.0,0.0,0,84,35,3563,596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536,196,0.0,534,196,0.0,505,191,0.0,543,196,,,,2,0.0
23,a,,,6.9,35,19,0,0,-1,1,1.9,146,49,8,7,4.0,83,37,1,27,4.0,80,36,0.6,1.2,0,23400,19960,56816,9974,5.0,5.0,0.18,0.02,0.2,0.31,0.46,0.05,0.51,0.8,37.8,86,36,0.8,284,163,26.0,79,50,6.5,111,70,4.0,,,2,20.0
24,a,,,6.5,46,2,0,0,0,0,9.9,44,14,12,6,6.0,37,12,0,45,6.0,33,10,0.9,1.8,0,36265,17233,85510,31851,7.0,7.0,0.07,0.08,0.15,1.75,0.04,0.04,0.08,0.88,15.0,207,83,8.1,181,51,12.0,129,24,3.5,210,70,,,,2,0.0
25,a,,,5.0,223,23,0,0,0,0,3.0,111,39,6,0,6.0,30,8,0,22,3.0,104,39,0.6,1.2,0,55086,9083,57412,35022,4.0,4.0,0.0,0.04,0.04,0.32,0.0,0.05,0.05,0.42,7.2,253,94,4.9,196,58,6.0,174,45,1.8,266,89,,,,2,0.0
578,a,,,5.9,96,9,0,0,-1,1,2.0,143,53,1,1,1.0,307,94,0,2,0.5,326,103,0.1,0.2,0,6230,2163,68871,18007,1.5,1.5,0.0,0.0,0.0,0.16,0.0,0.0,0.0,1.31,0.4,322,106,0.0,614,205,0.0,609,204,0.0,614,205,,,,2,0.0
597,a,,,4.5,486,253,0,0,0,0,0.0,539,225,0,0,0.0,503,207,0,0,0.0,503,207,0.0,0.0,0,1211,469,899,388,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496,199,0.0,496,207,0.0,461,183,0.0,504,206,,,,2,0.0
28,a,,,6.5,49,30,0,0,0,0,3.2,102,33,3,2,1.5,218,114,0,11,1.5,213,112,0.2,0.5,0,40844,25245,80627,27262,2.0,0.5,0.25,0.23,0.48,2.26,0.14,0.13,0.27,1.25,14.6,210,91,45.0,41,35,30.0,66,41,8.8,74,50,3.0,4.0,,2,40.0
29,a,,,5.4,155,94,0,0,-1,1,0.7,224,77,1,1,1.0,289,150,0,2,0.5,317,162,0.1,0.2,0,3377,851,23175,5666,1.0,-0.5,0.02,0.01,0.03,0.38,0.13,0.06,0.19,2.44,0.0,587,261,1.6,258,149,1.0,255,145,0.2,324,166,,,,2,0.0
30,a,,,5.0,285,186,0,0,0,0,0.1,512,203,0,0,0.0,580,260,0,0,0.0,580,260,0.0,0.0,0,610,247,1484,530,0.5,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576,255,0.0,581,261,0.0,565,251,0.0,583,261,,,,2,0.0
