match_id,minute,home_xg,away_xg,home_cumulative_xg,away_cumulative_xg
25-26-prem-arsenal-vs-newcastle-united,4,0,0.058,0.0,0.058
25-26-prem-arsenal-vs-newcastle-united,8,0.028,0,0.028,0.058
25-26-prem-arsenal-vs-newcastle-united,9,0.03,0,0.059,0.058
25-26-prem-arsenal-vs-newcastle-united,16,0,0.044,0.059,0.102
25-26-prem-arsenal-vs-newcastle-united,18,0,0.023,0.059,0.125
25-26-prem-arsenal-vs-newcastle-united,23,0.018,0,0.077,0.125
25-26-prem-arsenal-vs-newcastle-united,24,0,0.02,0.077,0.145
25-26-prem-arsenal-vs-newcastle-united,30,0,0.133,0.077,0.278
25-26-prem-arsenal-vs-newcastle-united,31,0,0.037,0.077,0.315
25-26-prem-arsenal-vs-newcastle-united,38,0,0.018,0.077,0.333
25-26-prem-arsenal-vs-newcastle-united,42,0,0.014,0.077,0.347
25-26-prem-arsenal-vs-newcastle-united,49,0.074,0,0.15,0.347
25-26-prem-arsenal-vs-newcastle-united,58,0.02,0,0.17,0.347
25-26-prem-arsenal-vs-newcastle-united,65,0,0.015,0.17,0.362
25-26-prem-arsenal-vs-newcastle-united,70,0.139,0,0.309,0.362
25-26-prem-arsenal-vs-newcastle-united,73,0.115,0,0.424,0.362
25-26-prem-arsenal-vs-newcastle-united,80,0,0.483,0.424,0.845
25-26-prem-arsenal-vs-newcastle-united,81,0.064,0,0.488,0.845
25-26-prem-arsenal-vs-newcastle-united,82,0.09,0,0.578,0.845
25-26-prem-arsenal-vs-newcastle-united,83,0,0.077,0.578,0.922
25-26-prem-arsenal-vs-newcastle-united,84,0.03,0,0.608,0.922
25-26-prem-arsenal-vs-newcastle-united,87,0.032,0,0.64,0.922
25-26-prem-arsenal-vs-newcastle-united,90,0,0.019,0.64,0.94
25-26-prem-fulham-vs-aston-villa,7,0.137,0,0.137,0.0
25-26-prem-fulham-vs-aston-villa,8,0,0.073,0.137,0.073
25-26-prem-fulham-vs-aston-villa,10,0.013,0,0.151,0.073
25-26-prem-fulham-vs-aston-villa,11,0.05,0.035,0.201,0.108
25-26-prem-fulham-vs-aston-villa,25,0.058,0,0.259,0.108
25-26-prem-fulham-vs-aston-villa,29,0,0.038,0.259,0.146
25-26-prem-fulham-vs-aston-villa,32,0.033,0,0.292,0.146
25-26-prem-fulham-vs-aston-villa,34,0,0.076,0.292,0.223
25-26-prem-fulham-vs-aston-villa,35,0,0.045,0.292,0.268
25-26-prem-fulham-vs-aston-villa,37,0.102,0,0.394,0.268
25-26-prem-fulham-vs-aston-villa,42,0.089,0,0.483,0.268
25-26-prem-fulham-vs-aston-villa,43,0.243,0,0.726,0.268
25-26-prem-fulham-vs-aston-villa,48,0.092,0,0.818,0.268
25-26-prem-fulham-vs-aston-villa,50,0.081,0,0.899,0.268
25-26-prem-fulham-vs-aston-villa,60,0,0.065,0.899,0.333
25-26-prem-fulham-vs-aston-villa,65,0.038,0,0.937,0.333
25-26-prem-fulham-vs-aston-villa,70,0,0.052,0.937,0.385
25-26-prem-fulham-vs-aston-villa,72,0,0.028,0.937,0.412
25-26-prem-fulham-vs-aston-villa,83,0,0.279,0.937,0.691
25-26-prem-fulham-vs-aston-villa,86,0.099,0.024,1.035,0.715
25-26-prem-fulham-vs-aston-villa,88,0.114,0,1.149,0.715
25-26-prem-liverpool-vs-crystal-palace,6,0.018,0,0.018,0.0
25-26-prem-liverpool-vs-crystal-palace,7,0.042,0,0.06,0.0
25-26-prem-liverpool-vs-crystal-palace,11,0,0.617,0.06,0.617
25-26-prem-liverpool-vs-crystal-palace,17,0,0.029,0.06,0.646
25-26-prem-liverpool-vs-crystal-palace,20,0,0.078,0.06,0.725
25-26-prem-liverpool-vs-crystal-palace,32,0.081,0,0.142,0.725
25-26-prem-liverpool-vs-crystal-palace,34,0.085,0,0.226,0.725
25-26-prem-liverpool-vs-crystal-palace,35,0.32,0,0.547,0.725
25-26-prem-liverpool-vs-crystal-palace,39,0,0.198,0.547,0.923
25-26-prem-liverpool-vs-crystal-palace,40,0.302,0.083,0.849,1.006
25-26-prem-liverpool-vs-crystal-palace,45,0,0.282,0.849,1.288
25-26-prem-liverpool-vs-crystal-palace,51,0,0.041,0.849,1.328
25-26-prem-liverpool-vs-crystal-palace,64,0,0.155,0.849,1.484
25-26-prem-liverpool-vs-crystal-palace,67,0.022,0,0.871,1.484
25-26-prem-liverpool-vs-crystal-palace,71,0,0.289,0.871,1.773
25-26-prem-liverpool-vs-crystal-palace,77,0,0.038,0.871,1.81
25-26-prem-liverpool-vs-crystal-palace,84,0,0.403,0.871,2.214
25-26-prem-liverpool-vs-crystal-palace,90,0.038,0,0.909,2.214
25-26-prem-manchester-united-vs-brentford,2,0.389,0,0.389,0.0
25-26-prem-manchester-united-vs-brentford,4,0.012,0,0.401,0.0
25-26-prem-manchester-united-vs-brentford,8,0.047,0,0.448,0.0
25-26-prem-manchester-united-vs-brentford,11,0.133,0,0.581,0.0
