gameweek,kickoff_time,home_team,home_team_elo,home_score,away_score,away_team,away_team_elo,finished,match_id,match_url,home_possession,away_possession,home_expected_goals_xg,away_expected_goals_xg,home_total_shots,away_total_shots,home_shots_on_target,away_shots_on_target,home_big_chances,away_big_chances,home_big_chances_missed,away_big_chances_missed,home_accurate_passes,away_accurate_passes,home_accurate_passes_pct,away_accurate_passes_pct,home_fouls_committed,away_fouls_committed,home_corners,away_corners,home_xg_open_play,away_xg_open_play,home_xg_set_play,away_xg_set_play,home_non_penalty_xg,away_non_penalty_xg,home_xg_on_target_xgot,away_xg_on_target_xgot,home_shots_off_target,away_shots_off_target,home_blocked_shots,away_blocked_shots,home_hit_woodwork,away_hit_woodwork,home_shots_inside_box,away_shots_inside_box,home_shots_outside_box,away_shots_outside_box,home_passes,away_passes,home_own_half,away_own_half,home_opposition_half,away_opposition_half,home_accurate_long_balls,away_accurate_long_balls,home_accurate_long_balls_pct,away_accurate_long_balls_pct,home_accurate_crosses,away_accurate_crosses,home_accurate_crosses_pct,away_accurate_crosses_pct,home_throws,away_throws,home_touches_in_opposition_box,away_touches_in_opposition_box,home_offsides,away_offsides,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_tackles_won,away_tackles_won,home_tackles_won_pct,away_tackles_won_pct,home_interceptions,away_interceptions,home_blocks,away_blocks,home_clearances,away_clearances,home_keeper_saves,away_keeper_saves,home_duels_won,away_duels_won,home_ground_duels_won,away_ground_duels_won,home_ground_duels_won_pct,away_ground_duels_won_pct,home_aerial_duels_won,away_aerial_duels_won,home_aerial_duels_won_pct,away_aerial_duels_won_pct,home_successful_dribbles,away_successful_dribbles,home_successful_dribbles_pct,away_successful_dribbles_pct,fotmob_id,stats_processed,player_stats_processed,tournament
32.0,2026-04-12T13:00:00+00:00,17.0,1784.7,1.0,1.0,7.0,1929.21,True,25-26-prem-nottingham-forest-vs-aston-villa,/matches/nottingham-forest-vs-aston-villa/3gke9k#4813692,41.0,59.0,1.15,1.02,15.0,12.0,4.0,5.0,1.0,3.0,1.0,3.0,278.0,442.0,83.0,88.0,15.0,10.0,7.0,3.0,0.8,0.78,0.35,0.25,1.15,1.02,0.53,0.78,6.0,7.0,5.0,0.0,0.0,1.0,9.0,8.0,6.0,4.0,336.0,501.0,114.0,254.0,164.0,188.0,19.0,21.0,49.0,49.0,6.0,3.0,27.0,21.0,5.0,15.0,35.0,22.0,1.0,2.0,2.0,2.0,0.0,0.0,15.0,15.0,80,40,9.0,8.0,0.0,5.0,21.0,12.0,5.0,4.0,43.0,48.0,28.0,38.0,42.0,58.0,15.0,10.0,60.0,40.0,5.0,10.0,45.0,63.0,4813692.0,True,True,prem
32.0,2026-04-13T19:00:00+00:00,1.0,1880.65,1.0,2.0,2.0,1780.19,True,25-26-prem-manchester-united-vs-leeds-united,/matches/leeds-united-vs-manchester-united/2wd539#4813691,53.0,47.0,1.27,2.57,20.0,15.0,9.0,6.0,1.0,4.0,0.0,4.0,420.0,376.0,85.0,83.0,12.0,15.0,11.0,4.0,0.58,2.18,0.69,0.39,1.27,2.57,1.8,1.44,5.0,4.0,6.0,5.0,0.0,0.0,15.0,11.0,5.0,4.0,497.0,453.0,203.0,168.0,217.0,208.0,29.0,31.0,62.0,53.0,6.0,8.0,24.0,47.0,17.0,15.0,36.0,32.0,1.0,0.0,3.0,2.0,1.0,0.0,18.0,12.0,72,67,15.0,7.0,6.0,8.0,25.0,37.0,3.0,6.0,62.0,45.0,38.0,32.0,54.0,46.0,24.0,13.0,65.0,35.0,7.0,9.0,64.0,53.0,4813691.0,True,True,prem
32.0,,7.0,1871.37,,,,,False,25-26-europa-league-aston-villa-vs-bologna/roma,/matches/aston-villa-vs-bolognaroma/nnh3l00z#5206168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,europa-league
32.0,,,,0.0,3.0,31.0,1803.82,True,25-26-conference-league-fiorentina-vs-crystal-palace,/matches/fiorentina-vs-crystal-palace/2sdatz#5206260,52.0,48.0,3.05,0.45,17.0,8.0,6.0,2.0,7.0,0.0,4.0,0.0,389.0,343.0,87.0,82.0,16.0,11.0,3.0,1.0,2.16,0.45,0.1,0.0,2.26,0.45,2.89,0.42,8.0,5.0,3.0,1.0,0.0,1.0,14.0,6.0,3.0,2.0,449.0,417.0,173.0,211.0,216.0,132.0,29.0,24.0,52.0,47.0,7.0,4.0,35.0,44.0,13.0,18.0,32.0,15.0,1.0,1.0,1.0,2.0,0.0,0.0,13.0,7.0,,,7.0,9.0,1.0,4.0,14.0,18.0,2.0,2.0,41.0,32.0,30.0,24.0,56.0,44.0,11.0,8.0,58.0,42.0,6.0,4.0,60.0,40.0,,True,True,conference-league
32.0,,3.0,2062.52,,,,,False,25-26-efl-cup-arsenal-vs-newcastle-united/manchester-city,/matches/arsenal-vs-newcastle-unitedmanchester-city/mr8c4thc#5111571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,efl-cup
32.0,,3.0,2062.52,,,43.0,1964.84,False,25-26-efl-cup-arsenal-vs-manchester-city,/matches/manchester-city-vs-arsenal/2rhvvi#5111571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,efl-cup
32.0,,43.0,1970.85,2.0,0.0,3.0,2063.76,True,25-26-efl-cup-manchester-city-vs-arsenal,/matches/manchester-city-vs-arsenal/2rhvvi#5111571,38.0,62.0,0.63,1.51,10.0,10.0,4.0,2.0,3.0,3.0,3.0,1.0,258.0,476.0,78.0,87.0,12.0,10.0,3.0,3.0,0.41,1.5,0.22,0.01,0.63,1.51,0.5,1.69,4.0,3.0,2.0,5.0,2.0,0.0,9.0,8.0,1.0,2.0,332.0,546.0,158.0,213.0,100.0,263.0,22.0,18.0,43.0,38.0,4.0,2.0,33.0,13.0,18.0,14.0,18.0,24.0,1.0,1.0,3.0,1.0,0.0,0.0,21.0,16.0,,,3.0,9.0,5.0,2.0,24.0,22.0,0.0,4.0,44.0,58.0,34.0,45.0,43.0,57.0,10.0,13.0,43.0,57.0,3.0,17.0,38.0,65.0,,True,True,efl-cup
32.0,2026-04-11T14:00:00+00:00,90.0,1685.09,0.0,2.0,36.0,1829.52,True,25-26-prem-burnley-vs-brighton-hove-albion,/matches/burnley-vs-brighton-hove-albion/2sqnq1#4813687,50.0,50.0,0.88,1.93,10.0,13.0,5.0,6.0,1.0,1.0,1.0,1.0,387.0,397.0,81.0,83.0,7.0,11.0,8.0,2.0,0.15,1.91,0.72,0.02,0.88,1.93,1.09,2.5,3.0,3.0,2.0,4.0,0.0,0.0,8.0,9.0,2.0,4.0,475.0,477.0,210.0,232.0,177.0,165.0,28.0,19.0,46.0,41.0,6.0,8.0,27.0,50.0,27.0,11.0,15.0,39.0,2.0,1.0,2.0,1.0,0.0,0.0,11.0,29.0,55,66,10.0,18.0,5.0,2.0,25.0,26.0,3.0,4.0,45.0,52.0,33.0,43.0,43.0,57.0,12.0,9.0,57.0,43.0,12.0,7.0,46.0,64.0,4813687.0,True,True,prem
32.0,2026-04-11T11:30:00+00:00,3.0,2064.57,1.0,2.0,91.0,1835.06,True,25-26-prem-arsenal-vs-afc-bournemouth,/matches/afc-bournemouth-vs-arsenal/2txefx#4813685,52.0,48.0,2.32,1.19,15.0,8.0,3.0,3.0,5.0,2.0,4.0,0.0,314.0,292.0,81.0,80.0,12.0,18.0,10.0,1.0,0.18,1.19,1.35,0.0,1.54,1.19,1.08,1.41,4.0,3.0,8.0,2.0,0.0,0.0,10.0,5.0,5.0,3.0,389.0,367.0,175.0,163.0,139.0,129.0,21.0,13.0,45.0,25.0,5.0,1.0,23.0,13.0,30.0,20.0,33.0,18.0,2.0,0.0,1.0,3.0,0.0,0.0,17.0,20.0,65,55,7.0,9.0,2.0,7.0,23.0,28.0,1.0,2.0,56.0,58.0,43.0,39.0,52.0,48.0,13.0,19.0,41.0,59.0,9.0,8.0,45.0,44.0,4813685.0,True,True,prem
32.0,,17.0,1822.17,1.0,1.0,,,True,25-26-europa-league-nottingham-forest-vs-fc-porto,/matches/fc-porto-vs-nottingham-forest/3asu35#5206167,52.0,48.0,2.16,0.45,16.0,6.0,8.0,2.0,5.0,0.0,4.0,0.0,442.0,412.0,88.0,87.0,4.0,11.0,5.0,2.0,2.1,0.45,0.06,0.0,2.16,0.45,2.98,0.43,5.0,1.0,3.0,3.0,0.0,0.0,11.0,4.0,5.0,2.0,504.0,473.0,214.0,249.0,228.0,163.0,27.0,23.0,57.0,45.0,4.0,2.0,21.0,18.0,19.0,9.0,22.0,10.0,0.0,3.0,1.0,0.0,0.0,0.0,15.0,17.0,,,8.0,12.0,3.0,2.0,15.0,18.0,2.0,7.0,49.0,36.0,31.0,24.0,56.0,44.0,18.0,12.0,60.0,40.0,8.0,4.0,36.0,36.0,,True,True,europa-league
