id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat,first_name,second_name,web_name,news,news_added,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,defensive_contribution,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,tackles,clearances_blocks_interceptions,recoveries
1,a,0.0,0.0,5.6,128,,0,,1,,27.7,12,,34,6,,,,3,146,4.0,,,0.7,6.1,,1535117,78542,667520,18362,4.5,4.5,0.0,0.04,0.04,4.4,,,,,135.8,,,10.0,,,0.0,,,14.5,,,,,,7,,David,Raya Martín,Raya,,,630,0,0,4,3,0,0,0,1,0,15,7,65,,,,,,,,,0,4,61
2,a,0.0,0.0,4.3,597,,0,,-2,,0.5,233,,0,0,,,,0,0,0.0,,,0.0,0.0,,6543,148,49231,1273,0.5,0.5,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,7,,Kepa,Arrizabalaga Revuelta,Arrizabalaga,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0
3,u,0.0,0.0,4.0,657,,0,,0,,0.3,294,,0,0,,,,0,0,0.0,,,0.0,0.0,,5545,0,33169,813,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,7,,Karl,Hein,Hein,Has joined Werder Bremen on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0
4,a,0.0,0.0,4.0,689,,0,,0,,0.2,348,,0,0,,,,0,0,0.0,,,0.0,0.0,,13631,274,11481,588,0.5,0.5,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,7,,Tommy,Setford,Setford,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0
5,a,100.0,75.0,6.2,80,,0,,2,,28.7,10,,47,9,,,,5,169,8.2,,,1.3,7.6,,1880155,129908,736827,39995,8.7,6.5,0.48,0.09,0.57,4.4,,,,,200.6,,,13.1,,,56.0,,,27.0,,,,,,7,,Gabriel,dos Santos Magalhães,Gabriel,Thigh injury - 75% chance of playing,,630,1,0,4,3,0,0,0,0,0,0,7,79,,,,,,,,,10,56,13
6,a,100.0,100.0,6.0,87,,0,,0,,12.7,29,,25,6,,,,1,109,2.2,,,0.4,4.2,,631290,22455,1026963,14865,2.7,2.7,0.13,0.12,0.25,3.27,,,,,108.4,,,19.2,,,8.0,,,13.6,,,,,,7,,William,Saliba,Saliba,,,409,0,0,3,1,0,0,0,0,0,0,5,60,,,,,,,,,8,32,20
7,a,0.0,0.0,5.7,126,,0,,2,,14.8,23,,42,6,,,,3,129,3.5,,,0.6,7.4,,1715816,28924,452252,20402,4.0,4.0,1.84,0.15,1.99,3.44,,,,,105.4,,,66.4,,,118.0,,,28.9,,,,,,7,,Riccardo,Calafiori,Calafiori,Hip injury - 75% chance of playing,,524,1,2,4,3,0,0,0,3,0,0,7,53,,,,,,,,,11,18,24
8,a,0.0,0.0,5.9,105,,1,,4,,16.9,20,,48,11,,,,7,178,5.5,,,0.9,8.1,,1876734,147344,409913,10328,6.0,6.0,1.89,0.41,2.3,3.3,,,,,191.0,,,123.1,,,183.0,,,49.8,,,,,,7,,Jurriën,Timber,J.Timber,,,521,2,2,3,3,0,0,0,2,0,0,6,63,,,,,,,,,25,20,18
9,u,0.0,0.0,5.4,185,,0,,-1,,0.1,550,,0,0,,,,0,0,0.0,,,0.0,0.0,,1119,0,9911,112,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,7,,Jakub,Kiwior,Kiwior,has joined Porto on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0
10,a,0.0,0.0,5.2,231,,-1,,-3,,1.9,140,,4,1,,,,0,13,0.8,,,0.2,0.8,,40967,1223,311543,5870,1.3,1.3,0.0,0.0,0.0,0.93,,,,,7.6,,,6.9,,,4.0,,,1.7,,,,,,7,,Myles,Lewis-Skelly,Lewis-Skelly,,,83,0,0,0,0,0,0,0,1,0,0,0,10,,,,,,,,,1,3,6
