match_id,minute,home_xg,away_xg,home_cumulative_xg,away_cumulative_xg
25-26-prem-aston-villa-vs-crystal-palace,2,0.042,0,0.042,0.0
25-26-prem-aston-villa-vs-crystal-palace,21,0,0.788,0.042,0.788
25-26-prem-aston-villa-vs-crystal-palace,24,0.069,0,0.111,0.788
25-26-prem-aston-villa-vs-crystal-palace,29,0,0.914,0.111,1.703
25-26-prem-aston-villa-vs-crystal-palace,41,0.576,0,0.687,1.703
25-26-prem-aston-villa-vs-crystal-palace,48,0.03,0,0.717,1.703
25-26-prem-aston-villa-vs-crystal-palace,54,0.014,0,0.731,1.703
25-26-prem-aston-villa-vs-crystal-palace,59,0.053,0,0.784,1.703
25-26-prem-aston-villa-vs-crystal-palace,68,0,0.049,0.784,1.751
25-26-prem-aston-villa-vs-crystal-palace,71,0.036,0,0.82,1.751
25-26-prem-aston-villa-vs-crystal-palace,73,0.275,0,1.095,1.751
25-26-prem-aston-villa-vs-crystal-palace,78,0,0.515,1.095,2.266
25-26-prem-aston-villa-vs-crystal-palace,82,0.037,0,1.131,2.266
25-26-prem-aston-villa-vs-crystal-palace,84,0.009,0,1.141,2.266
25-26-prem-aston-villa-vs-crystal-palace,90,0,0.384,1.141,2.65
25-26-prem-brighton-hove-albion-vs-manchester-city,9,0,0.16,0.0,0.16
25-26-prem-brighton-hove-albion-vs-manchester-city,19,0.054,0,0.054,0.16
25-26-prem-brighton-hove-albion-vs-manchester-city,24,0,0.082,0.054,0.242
25-26-prem-brighton-hove-albion-vs-manchester-city,25,0,0.174,0.054,0.416
25-26-prem-brighton-hove-albion-vs-manchester-city,26,0,0.055,0.054,0.471
25-26-prem-brighton-hove-albion-vs-manchester-city,28,0,0.055,0.054,0.525
25-26-prem-brighton-hove-albion-vs-manchester-city,34,0,0.798,0.054,1.324
25-26-prem-brighton-hove-albion-vs-manchester-city,43,0,0.025,0.054,1.349
25-26-prem-brighton-hove-albion-vs-manchester-city,60,0,0.3,0.054,1.649
25-26-prem-brighton-hove-albion-vs-manchester-city,62,0.074,0,0.129,1.649
25-26-prem-brighton-hove-albion-vs-manchester-city,65,0.029,0,0.158,1.649
25-26-prem-brighton-hove-albion-vs-manchester-city,67,0.788,0,0.946,1.649
25-26-prem-brighton-hove-albion-vs-manchester-city,71,0.126,0,1.071,1.649
25-26-prem-brighton-hove-albion-vs-manchester-city,77,0,0.111,1.071,1.76
25-26-prem-brighton-hove-albion-vs-manchester-city,79,0.025,0,1.096,1.76
25-26-prem-brighton-hove-albion-vs-manchester-city,81,0.07,0,1.166,1.76
25-26-prem-brighton-hove-albion-vs-manchester-city,83,0.022,0,1.187,1.76
25-26-prem-brighton-hove-albion-vs-manchester-city,87,0.052,0,1.239,1.76
25-26-prem-brighton-hove-albion-vs-manchester-city,88,0.347,0,1.586,1.76
25-26-prem-brighton-hove-albion-vs-manchester-city,89,0.711,0,2.298,1.76
25-26-prem-brighton-hove-albion-vs-manchester-city,90,0,0.06,2.298,1.82
25-26-prem-chelsea-vs-fulham,5,0.017,0,0.017,0.0
25-26-prem-chelsea-vs-fulham,6,0.091,0,0.108,0.0
25-26-prem-chelsea-vs-fulham,7,0,0.079,0.108,0.079
25-26-prem-chelsea-vs-fulham,19,0,0.034,0.108,0.113
