match_id,shot_index,minute,added_time,is_home,player_id,player_name,outcome,situation,body_part,xg,xgot,start_x,start_y,goal_mouth_y,goal_mouth_z,goal_mouth_location
25-26-prem-aston-villa-vs-crystal-palace,1,90,3,False,712,Yeremy,block,assisted,right-foot,0.0245,,21.9,40.9,48.9,19,low-centre
25-26-prem-aston-villa-vs-crystal-palace,2,90,1,False,272,Lerma,save,fast-break,left-foot,0.3591,0.2278,10.3,37.1,50.4,6.3,low-centre
25-26-prem-aston-villa-vs-crystal-palace,3,84,,True,50,Buendía,miss,set-piece,right-foot,0.0092,,15.3,67.9,76.8,22.2,left
25-26-prem-aston-villa-vs-crystal-palace,4,82,,True,53,Malen,miss,regular,right-foot,0.0367,,22.9,48.1,45.4,65.3,high
25-26-prem-aston-villa-vs-crystal-palace,5,78,,False,267,Sarr,goal,throw-in-set-piece,head,0.515,0.8909,3,46.2,53.3,20.9,high-left
25-26-prem-aston-villa-vs-crystal-palace,6,73,,True,53,Malen,miss,regular,right-foot,0.1447,,3.6,65,43.2,18.1,close-right
25-26-prem-aston-villa-vs-crystal-palace,7,73,,True,39,Maatsen,block,assisted,left-foot,0.13,,12.3,37,49.2,19,low-centre
25-26-prem-aston-villa-vs-crystal-palace,8,71,,True,64,Watkins,miss,assisted,head,0.0359,,11,51.9,52.1,55.6,close-high
25-26-prem-aston-villa-vs-crystal-palace,9,68,,False,260,Guéhi,goal,regular,right-foot,0.0485,0.5712,15.6,30.6,46.5,24.7,high-right
25-26-prem-aston-villa-vs-crystal-palace,10,59,,True,36,Cash,miss,corner,right-foot,0.0086,,28.2,59.9,50.3,70.8,high
25-26-prem-aston-villa-vs-crystal-palace,11,59,,True,47,Rogers,save,fast-break,right-foot,0.0447,0.5051,14.3,35.8,54.2,2.5,low-left
25-26-prem-aston-villa-vs-crystal-palace,12,54,,True,48,Tielemans,save,assisted,right-foot,0.0137,0.2174,27.7,46.5,46.4,31,high-right
25-26-prem-aston-villa-vs-crystal-palace,13,48,,True,64,Watkins,miss,assisted,right-foot,0.0303,,11,67.5,42.5,9.7,close-right
25-26-prem-aston-villa-vs-crystal-palace,14,41,,True,48,Tielemans,miss,corner,head,0.0366,,7.1,39.3,57.6,65.3,high-left
25-26-prem-aston-villa-vs-crystal-palace,15,41,,True,64,Watkins,save,assisted,right-foot,0.5394,0.2362,5.7,45.9,50.8,15.8,low-centre
25-26-prem-aston-villa-vs-crystal-palace,16,29,,False,267,Sarr,miss,assisted,head,0.9141,,1.9,47.8,58.3,38.9,close-left
25-26-prem-aston-villa-vs-crystal-palace,17,24,,True,677,Guessand,save,assisted,right-foot,0.0685,0.0561,13.7,35.7,50.9,23.4,high-centre
25-26-prem-aston-villa-vs-crystal-palace,18,21,,False,283,Mateta,goal,penalty,right-foot,0.7884,0.757,11.5,50,52.6,1.3,low-left
25-26-prem-aston-villa-vs-crystal-palace,19,2,,True,48,Tielemans,miss,corner,head,0.0422,,9.1,41.5,48.4,68.1,high
25-26-prem-brighton-hove-albion-vs-manchester-city,1,90,8,False,427,Reijnders,miss,assisted,right-foot,0.0217,,21.9,33.1,57.1,6.9,close-left
25-26-prem-brighton-hove-albion-vs-manchester-city,2,90,6,False,430,Haaland,miss,regular,left-foot,0.0386,,10.7,63,97,12.5,left
25-26-prem-brighton-hove-albion-vs-manchester-city,3,89,,True,162,Gruda,goal,assisted,right-foot,0.7112,0.9779,9.5,56.5,51.2,5.7,low-centre
25-26-prem-brighton-hove-albion-vs-manchester-city,4,88,,True,146,Dunk,miss,corner,right-foot,0.06,,13.9,37.8,16.3,16.7,right
25-26-prem-brighton-hove-albion-vs-manchester-city,5,88,,True,151,Van Hecke,save,corner,left-foot,0.2873,0.689,4.1,49.1,48.4,22.2,high-centre
25-26-prem-brighton-hove-albion-vs-manchester-city,6,87,,True,162,Gruda,block,fast-break,left-foot,0.0517,,13.4,68.2,52.6,16.7,low-left
25-26-prem-brighton-hove-albion-vs-manchester-city,7,83,,True,162,Gruda,save,assisted,left-foot,0.0218,0.1913,22.5,33.7,46.1,13.9,low-right
25-26-prem-brighton-hove-albion-vs-manchester-city,8,81,,True,158,Georginio,save,assisted,left-foot,0.0696,0.066,10.6,33,52.3,4.4,low-left
25-26-prem-brighton-hove-albion-vs-manchester-city,9,79,,True,157,K. Mitoma,block,assisted,right-foot,0.0245,,13.5,32.5,47.9,19,low-right
25-26-prem-brighton-hove-albion-vs-manchester-city,10,77,,False,430,Haaland,miss,corner,head,0.0927,,7.7,49.5,50.6,79.2,high
25-26-prem-brighton-hove-albion-vs-manchester-city,11,77,,False,411,O'Reilly,block,assisted,left-foot,0.0185,,30.2,48.3,50.8,19,low-centre
25-26-prem-brighton-hove-albion-vs-manchester-city,12,71,,True,160,Minteh,miss,assisted,left-foot,0.1255,,13.1,63,66.1,45.8,high-left
25-26-prem-brighton-hove-albion-vs-manchester-city,13,67,,True,170,Milner,goal,penalty,right-foot,0.7884,0.8002,11.5,50,53.7,4.4,low-left
25-26-prem-brighton-hove-albion-vs-manchester-city,14,65,,True,146,Dunk,block,set-piece,right-foot,0.029,,6.3,31.1,48.9,19,low-centre
25-26-prem-brighton-hove-albion-vs-manchester-city,15,62,,True,160,Minteh,save,fast-break,left-foot,0.0742,0.1786,15.8,38.3,50.4,25.9,high-centre
25-26-prem-brighton-hove-albion-vs-manchester-city,16,60,,False,424,Bobb,miss,fast-break,right-foot,0.2996,,8.8,54.1,41.2,1.4,close-right
25-26-prem-brighton-hove-albion-vs-manchester-city,17,43,,False,421,Rodri,miss,regular,left-foot,0.0255,,21.8,39.3,65.9,88.9,high-left
25-26-prem-brighton-hove-albion-vs-manchester-city,18,34,,False,430,Haaland,goal,assisted,left-foot,0.7985,0.6503,4.8,49.9,47.1,8.9,low-right
25-26-prem-brighton-hove-albion-vs-manchester-city,19,28,,False,413,Marmoush,miss,corner,left-foot,0.0546,,7.9,62.2,46.1,83.3,high
25-26-prem-brighton-hove-albion-vs-manchester-city,20,26,,False,430,Haaland,miss,assisted,head,0.0548,,7.9,42.8,63,26.4,left
25-26-prem-brighton-hove-albion-vs-manchester-city,21,25,,False,430,Haaland,save,fast-break,head,0.1739,0.3785,3.1,56.7,49.5,24.7,high-centre
25-26-prem-brighton-hove-albion-vs-manchester-city,22,24,,False,430,Haaland,miss,assisted,left-foot,0.082,,18.3,46.7,39.3,2.8,right
25-26-prem-brighton-hove-albion-vs-manchester-city,23,19,,True,157,K. Mitoma,save,fast-break,right-foot,0.0544,0.1688,21.8,64,54.2,13.9,low-left
25-26-prem-brighton-hove-albion-vs-manchester-city,24,9,,False,430,Haaland,save,assisted,left-foot,0.1598,0.0668,14.4,37.5,49.7,2.5,low-centre
25-26-prem-chelsea-vs-fulham,1,90,8,False,329,Wilson,block,assisted,left-foot,0.0287,,4.3,31.7,50.6,19,low-centre
25-26-prem-chelsea-vs-fulham,2,90,5,False,337,Raúl,miss,free-kick,right-foot,0.0393,,27,56.1,45.2,90.3,high
25-26-prem-chelsea-vs-fulham,3,90,3,False,330,Berge,save,corner,right-foot,0.411,,2,53.6,46.6,19,low-right
25-26-prem-chelsea-vs-fulham,4,90,3,False,317,Andersen,save,corner,head,0.1262,,6.6,48.5,45.4,19,low-right
25-26-prem-chelsea-vs-fulham,5,90,,True,225,James,save,assisted,right-foot,0.0357,0.0364,21.6,60.7,51.3,1.3,low-centre
25-26-prem-chelsea-vs-fulham,6,87,,False,337,Raúl,miss,assisted,head,0.0708,,11.3,50.7,66.7,34.7,left
25-26-prem-chelsea-vs-fulham,7,71,,True,226,Chalobah,miss,corner,head,0.0534,,3.3,59.7,98.3,9.7,left
25-26-prem-chelsea-vs-fulham,8,69,,True,239,Gittens,block,assisted,right-foot,0.0276,,13.2,25.6,48.5,19,low-centre
25-26-prem-chelsea-vs-fulham,9,65,,True,249,João Pedro,block,assisted,left-foot,0.0476,,16.1,45.4,50.7,19,low-centre
25-26-prem-chelsea-vs-fulham,10,58,,True,238,Estêvão,save,fast-break,left-foot,0.3593,0.6792,11,59.5,46.9,1.3,low-right
25-26-prem-chelsea-vs-fulham,11,56,,True,237,Enzo,goal,penalty,right-foot,0.7884,0.7889,11.5,50,50.7,3.2,low-centre
25-26-prem-chelsea-vs-fulham,12,48,,False,338,Muniz,miss,assisted,head,0.0382,,13.2,52.8,73.4,4.2,left
25-26-prem-chelsea-vs-fulham,13,45,9,True,249,João Pedro,goal,corner,head,0.5968,0.9705,3.5,49.7,47.6,17.7,low-right
25-26-prem-chelsea-vs-fulham,14,45,9,True,243,George,save,corner,left-foot,0.2098,0.6572,2.6,41.5,53.5,1.9,low-left
25-26-prem-chelsea-vs-fulham,15,45,9,True,241,Caicedo,block,corner,right-foot,0.0595,,10.4,46,50.6,19,low-centre
25-26-prem-chelsea-vs-fulham,16,45,9,True,226,Chalobah,block,corner,head,0.0495,,2.9,60.4,47.1,19,low-right
25-26-prem-chelsea-vs-fulham,17,45,8,True,226,Chalobah,block,assisted,right-foot,0.0149,,25.2,71.8,51.1,19,low-centre
25-26-prem-chelsea-vs-fulham,18,45,5,False,322,Tete,miss,corner,right-foot,0.0745,,8.9,51.1,1.8,6.9,right
25-26-prem-chelsea-vs-fulham,19,45,5,False,319,Castagne,block,assisted,right-foot,0.0837,,9.8,59.9,52.3,4.2,low-left
25-26-prem-chelsea-vs-fulham,20,27,,False,335,King,save,assisted,left-foot,0.038,0.1025,19.1,51.7,52.9,2.5,low-left
25-26-prem-chelsea-vs-fulham,21,19,,False,324,Iwobi,miss,regular,right-foot,0.0336,,25.4,39.5,58.7,9.7,close-left
25-26-prem-chelsea-vs-fulham,22,7,,False,317,Andersen,miss,assisted,left-foot,0.0791,,14.1,61.1,60.3,52.8,high-left
25-26-prem-chelsea-vs-fulham,23,6,,True,250,Delap,block,throw-in-set-piece,right-foot,0.0908,,9.2,31.5,48.7,19,low-centre
25-26-prem-chelsea-vs-fulham,24,5,,True,249,João Pedro,save,assisted,left-foot,0.0167,0.0555,23.6,70.4,46.4,1.3,low-right
25-26-prem-leeds-united-vs-newcastle-united,1,90,2,False,487,Barnes,block,assisted,right-foot,0.0327,,22.5,32.8,47.6,19,low-right
25-26-prem-leeds-united-vs-newcastle-united,2,90,,True,691,Calvert-Lewin,save,fast-break,right-foot,0.0548,0.0926,10.1,66.2,48.3,1.9,low-centre
25-26-prem-leeds-united-vs-newcastle-united,3,74,,True,691,Calvert-Lewin,miss,assisted,right-foot,0.0153,,28.5,38.7,37.8,29.2,right
25-26-prem-leeds-united-vs-newcastle-united,4,71,,False,473,Hall,miss,assisted,left-foot,0.0351,,22.6,34.8,47.2,76.4,high
25-26-prem-leeds-united-vs-newcastle-united,5,54,,False,489,J.Murphy,save,assisted,left-foot,0.0201,0.0526,26.7,52.7,52.5,20.9,high-left
25-26-prem-leeds-united-vs-newcastle-united,6,51,,True,342,Bogle,miss,assisted,left-foot,0.082,,18.1,52.1,54.1,79.2,high
25-26-prem-leeds-united-vs-newcastle-united,7,45,1,False,474,Schär,miss,assisted,left-foot,0.0432,,25.7,56.6,61.8,81.9,high-left
25-26-prem-leeds-united-vs-newcastle-united,8,43,,False,489,J.Murphy,save,assisted,right-foot,0.037,0.0824,12,69.5,47.1,16.5,low-right
25-26-prem-leeds-united-vs-newcastle-united,9,41,,False,489,J.Murphy,miss,assisted,left-foot,0.0265,,1.7,37,48.7,87.5,high
25-26-prem-leeds-united-vs-newcastle-united,10,39,,True,351,Gnonto,miss,corner,right-foot,0.019,,20.3,30.7,63.5,15.3,left
25-26-prem-leeds-united-vs-newcastle-united,11,38,,True,351,Gnonto,block,assisted,right-foot,0.0228,,19.7,28,50.5,19,low-centre
25-26-prem-leeds-united-vs-newcastle-united,12,34,,True,353,James,miss,assisted,right-foot,0.2186,,2.3,59.3,39.2,13.9,right
25-26-prem-leeds-united-vs-newcastle-united,13,33,,True,660,Stach,miss,assisted,left-foot,0.0489,,24.4,42.3,59.5,18.1,left
25-26-prem-leeds-united-vs-newcastle-united,14,28,,False,52,J.Ramsey,block,throw-in-set-piece,right-foot,0.0281,,15.4,61,51.3,19,low-centre
25-26-prem-leeds-united-vs-newcastle-united,15,16,,False,500,Osula,block,assisted,left-foot,0.2375,,10.2,51.9,47.6,19,low-right
25-26-prem-leeds-united-vs-newcastle-united,16,9,,True,660,Stach,miss,free-kick,right-foot,0.0352,,29,72,41.2,12.5,close-right
25-26-prem-leeds-united-vs-newcastle-united,17,7,,True,660,Stach,block,assisted,right-foot,0.0927,,13,47.3,52.8,19,low-left
25-26-prem-leeds-united-vs-newcastle-united,18,7,,True,365,Nmecha,block,assisted,right-foot,0.0983,,11,44,46.4,19,low-right
25-26-prem-liverpool-vs-arsenal,1,90,7,True,385,Chiesa,block,fast-break,left-foot,0.1246,,18.4,46.4,48.6,19,low-centre
25-26-prem-liverpool-vs-arsenal,2,90,7,False,26,Zubimendi,block,throw-in-set-piece,head,0.0295,,12.3,51.1,47.2,19,low-right
25-26-prem-liverpool-vs-arsenal,3,90,5,False,700,Dowman,block,regular,left-foot,0.058,,6.2,64.6,53.3,19,low-left
25-26-prem-liverpool-vs-arsenal,4,83,,True,387,Szoboszlai,goal,free-kick,right-foot,0.034,0.1848,30.3,48.9,54.4,22.8,high-left
25-26-prem-liverpool-vs-arsenal,5,74,,True,382,Wirtz,block,corner,right-foot,0.036,,17.9,57.5,47.9,19,low-right
25-26-prem-liverpool-vs-arsenal,6,73,,True,381,M.Salah,block,assisted,left-foot,0.052,,15,56.8,51.2,19,low-centre
25-26-prem-liverpool-vs-arsenal,7,66,,True,384,Gakpo,save,assisted,right-foot,0.0206,0.0157,16.3,32.1,50.7,1.3,low-centre
25-26-prem-liverpool-vs-arsenal,8,64,,False,18,Madueke,miss,corner,left-foot,0.0265,,14.1,34.2,63.7,83.3,high-left
25-26-prem-liverpool-vs-arsenal,9,63,,False,5,Gabriel,block,regular,left-foot,0.0181,,25.4,36.4,48,19,low-right
25-26-prem-liverpool-vs-arsenal,10,63,,False,7,Calafiori,block,assisted,left-foot,0.0436,,18.4,48.2,50.4,19,low-centre
25-26-prem-liverpool-vs-arsenal,11,60,,True,382,Wirtz,save,assisted,left-foot,0.1458,0.0729,12,58.3,51.1,6.3,low-centre
25-26-prem-liverpool-vs-arsenal,12,52,,True,390,Gravenberch,miss,assisted,right-foot,0.0246,,28.1,54.8,65.9,4.2,left
25-26-prem-liverpool-vs-arsenal,13,40,,False,7,Calafiori,miss,corner,head,0.0572,,9,46.8,35.5,18.1,right
25-26-prem-liverpool-vs-arsenal,14,39,,False,7,Calafiori,block,regular,right-foot,0.0312,,13.4,33,47.4,19,low-right
25-26-prem-liverpool-vs-arsenal,15,39,,False,8,J.Timber,block,assisted,right-foot,0.0918,,12.6,59.9,48.9,19,low-centre
25-26-prem-liverpool-vs-arsenal,16,36,,False,18,Madueke,block,assisted,left-foot,0.0542,,8.8,65.6,47.2,19,low-right
25-26-prem-liverpool-vs-arsenal,17,34,,True,386,Mac Allister,block,regular,right-foot,0.0535,,16.2,51,48.6,19,low-centre
25-26-prem-liverpool-vs-arsenal,18,29,,False,21,Rice,miss,free-kick,right-foot,0.0183,,31.3,26.7,43,98.6,high-right
25-26-prem-liverpool-vs-arsenal,19,22,,False,18,Madueke,save,corner,left-foot,0.0569,0.5561,13.8,41.7,54.5,18.4,low-left
25-26-prem-liverpool-vs-arsenal,20,13,,True,384,Gakpo,miss,assisted,right-foot,0.0338,,21.2,31.4,58.5,2.8,close-left
25-26-prem-manchester-united-vs-burnley,1,90,7,True,449,B.Fernandes,goal,penalty,right-foot,0.7884,0.7595,11.5,50,53.2,3.2,low-left
25-26-prem-manchester-united-vs-burnley,2,87,,True,681,Šeško,miss,assisted,head,0.0921,,7.5,45.6,34.5,13.9,right
25-26-prem-manchester-united-vs-burnley,3,86,,True,681,Šeško,miss,assisted,head,0.1807,,6.1,47.2,50.9,52.8,close-high
25-26-prem-manchester-united-vs-burnley,4,82,,True,466,Zirkzee,miss,assisted,right-foot,0.0449,,17.9,52.8,43.2,55.6,close-high-right
25-26-prem-manchester-united-vs-burnley,5,80,,True,449,B.Fernandes,block,regular,right-foot,0.0239,,19.8,46.2,53.7,19,low-left
25-26-prem-manchester-united-vs-burnley,6,75,,True,466,Zirkzee,miss,assisted,head,0.0727,,3.7,40.6,36.1,6.9,right
25-26-prem-manchester-united-vs-burnley,7,69,,True,458,Mainoo,miss,assisted,right-foot,0.0457,,21.8,39.9,43.2,59.7,close-high-right
25-26-prem-manchester-united-vs-burnley,8,66,,False,200,Anthony,goal,throw-in-set-piece,left-foot,0.3807,0.5535,4.3,48.4,51.3,16.5,low-centre
25-26-prem-manchester-united-vs-burnley,9,66,,False,210,Tchaouna,save,throw-in-set-piece,left-foot,0.1281,0.2838,9.9,56.8,51.1,15.8,low-centre
25-26-prem-manchester-united-vs-burnley,10,63,,True,449,B.Fernandes,miss,corner,right-foot,0.0951,,12.9,49.9,43,5.6,close-right
25-26-prem-manchester-united-vs-burnley,11,63,,True,458,Mainoo,block,assisted,right-foot,0.0241,,22.5,64.6,48.6,19,low-centre
25-26-prem-manchester-united-vs-burnley,12,57,,True,119,Mbeumo,goal,assisted,left-foot,0.5621,0.8018,7.4,51,49.9,1.3,low-centre
25-26-prem-manchester-united-vs-burnley,13,55,,False,217,Foster,goal,assisted,right-foot,0.5078,0.8209,6.5,49.2,51.8,10.1,low-centre
25-26-prem-manchester-united-vs-burnley,14,49,,True,466,Zirkzee,miss,assisted,right-foot,0.1015,,7.4,42.7,58.8,88.9,high-left
25-26-prem-manchester-united-vs-burnley,15,48,,False,202,Bruun Larsen,block,free-kick,right-foot,0.0349,,28.7,55.8,49,19,low-centre
25-26-prem-manchester-united-vs-burnley,16,45,6,True,466,Zirkzee,save,fast-break,left-foot,0.2007,0.3449,8.2,53.1,50.8,4.4,low-centre
25-26-prem-manchester-united-vs-burnley,17,45,5,True,452,Amad,miss,fast-break,left-foot,0.5012,,8.8,42.9,57.6,51.4,close-high-left
25-26-prem-manchester-united-vs-burnley,18,45,5,False,192,Hartman,block,throw-in-set-piece,left-foot,0.0943,,11.5,39.7,50.6,19,low-centre
25-26-prem-manchester-united-vs-burnley,19,45,3,True,466,Zirkzee,miss,assisted,right-foot,0.1428,,8.9,49.6,40.7,2.8,right
25-26-prem-manchester-united-vs-burnley,20,45,3,True,449,B.Fernandes,block,assisted,right-foot,0.0159,,24.2,72,52.6,19,low-left
25-26-prem-manchester-united-vs-burnley,21,45,3,True,466,Zirkzee,block,regular,right-foot,0.0622,,3.1,61,49.5,19,low-centre
25-26-prem-manchester-united-vs-burnley,22,45,3,True,466,Zirkzee,block,set-piece,left-foot,0.0418,,14.9,66.4,46.7,19,low-right
25-26-prem-manchester-united-vs-burnley,23,45,,True,436,De Ligt,block,corner,head,0.0962,,7.1,46.6,53.6,19,low-left
25-26-prem-manchester-united-vs-burnley,24,45,,True,452,Amad,save,corner,left-foot,0.0931,0.1938,10.9,56.4,50.7,24.1,high-centre
25-26-prem-manchester-united-vs-burnley,25,40,,True,455,Mount,post,corner,head,0.0623,,5.1,58.1,53.2,39.2,high
25-26-prem-manchester-united-vs-burnley,26,39,,True,452,Amad,block,regular,left-foot,0.0346,,19.1,53.4,47.9,19,low-right
25-26-prem-manchester-united-vs-burnley,27,37,,False,207,Hannibal,miss,assisted,right-foot,0.1079,,10.9,53.7,45.4,58.3,close-high
25-26-prem-manchester-united-vs-burnley,29,27,,True,457,Casemiro,post,set-piece,head,0.1305,,7.6,48.7,51.3,40.5,high
25-26-prem-manchester-united-vs-burnley,30,22,,True,444,Yoro,miss,throw-in-set-piece,head,0.0875,,6.9,44.2,49.1,72.2,high
25-26-prem-manchester-united-vs-burnley,31,15,,True,119,Mbeumo,miss,fast-break,right-foot,0.0777,,12.8,68.1,60.3,6.9,left
25-26-prem-manchester-united-vs-burnley,32,14,,True,119,Mbeumo,save,assisted,left-foot,0.0226,0.0515,14,69.4,52,16.5,low-left
25-26-prem-manchester-united-vs-burnley,33,5,,True,450,Cunha,save,regular,left-foot,0.0273,0.0268,24.7,47.7,51.3,3.2,low-centre
25-26-prem-nottingham-forest-vs-west-ham-united,1,90,10,True,507,Aina,block,regular,right-foot,0.0156,,23.6,73.7,54.6,19,low-left
25-26-prem-nottingham-forest-vs-west-ham-united,2,90,8,False,671,Wilson,save,fast-break,right-foot,0.5974,0.5192,8.2,55.6,47.6,10.1,low-right
25-26-prem-nottingham-forest-vs-west-ham-united,3,90,1,False,671,Wilson,goal,fast-break,head,0.3637,0.8706,8.1,52,46,25.3,high-right
25-26-prem-nottingham-forest-vs-west-ham-united,4,90,,True,507,Aina,block,regular,right-foot,0.0216,,14.5,76.8,48.1,19,low-right
25-26-prem-nottingham-forest-vs-west-ham-united,5,88,,False,612,L.Paquetá,goal,penalty,left-foot,0.7884,0.7858,11.5,50,52.9,0.6,low-left
25-26-prem-nottingham-forest-vs-west-ham-united,6,84,,False,624,Bowen,goal,assisted,left-foot,0.067,0.3659,18.5,47.4,53.6,4.4,low-left
25-26-prem-nottingham-forest-vs-west-ham-united,7,81,,False,671,Wilson,save,set-piece,right-foot,0.0185,0.2459,3.2,67.6,46.9,27.8,high-right
25-26-prem-nottingham-forest-vs-west-ham-united,8,72,,True,505,Milenković,miss,corner,head,0.0515,,8.3,46.1,47.9,77.8,high
25-26-prem-nottingham-forest-vs-west-ham-united,9,69,,False,606,Mavropanos,miss,corner,head,0.0608,,8.3,46.2,45.9,86.1,high
25-26-prem-nottingham-forest-vs-west-ham-united,10,68,,False,671,Wilson,save,assisted,right-foot,0.0558,0.1805,18.8,61.7,48.2,24.7,high-centre
25-26-prem-nottingham-forest-vs-west-ham-united,11,67,,True,525,Wood,miss,assisted,head,0.1056,,8.5,46.6,60.7,54.2,high-left
25-26-prem-nottingham-forest-vs-west-ham-united,12,63,,True,516,Hudson-Odoi,save,assisted,right-foot,0.0434,0.0414,11,26,52,12.7,low-left
25-26-prem-nottingham-forest-vs-west-ham-united,13,62,,True,517,Anderson,block,assisted,right-foot,0.0169,,24.3,31.3,50.9,19,low-centre
25-26-prem-nottingham-forest-vs-west-ham-united,14,62,,True,508,N.Williams,block,regular,right-foot,0.0332,,15.3,38.9,51.8,19,low-left
25-26-prem-nottingham-forest-vs-west-ham-united,15,61,,True,525,Wood,miss,fast-break,right-foot,0.178,,13.4,54.9,66.6,19,left
25-26-prem-nottingham-forest-vs-west-ham-united,16,60,,True,515,Gibbs-White,save,assisted,left-foot,0.0774,0.1341,6.7,32.3,50.8,3.8,low-centre
25-26-prem-nottingham-forest-vs-west-ham-united,17,56,,False,625,Füllkrug,save,assisted,left-foot,0.0416,0.0585,11.9,30.7,49.2,19.6,low-centre
25-26-prem-nottingham-forest-vs-west-ham-united,18,47,,False,612,L.Paquetá,miss,assisted,right-foot,0.1969,,7.7,57.5,43.2,13.9,close-right
25-26-prem-nottingham-forest-vs-west-ham-united,19,47,,True,525,Wood,save,assisted,head,0.1215,0.1157,9.4,53.4,51.2,15.2,low-centre
25-26-prem-nottingham-forest-vs-west-ham-united,20,39,,False,612,L.Paquetá,save,assisted,left-foot,0.1264,0.259,14.1,41.9,51.7,29.7,high-centre
25-26-prem-nottingham-forest-vs-west-ham-united,21,18,,True,515,Gibbs-White,block,corner,head,0.0686,,3.8,40.3,51.6,19,low-centre
25-26-prem-nottingham-forest-vs-west-ham-united,22,15,,False,625,Füllkrug,miss,corner,head,0.0655,,3.8,59.1,46.4,97.2,high
25-26-prem-nottingham-forest-vs-west-ham-united,23,3,,False,625,Füllkrug,miss,corner,head,0.0385,,5.1,61,47.1,68.1,high
25-26-prem-sunderland-vs-brentford,1,90,6,True,560,Isidor,goal,assisted,head,0.1328,0.3383,8,44.9,52.3,4.4,low-left
25-26-prem-sunderland-vs-brentford,2,86,,False,83,O.Dango,save,assisted,head,0.0813,0.102,9.5,43.4,49.3,10.1,low-centre
25-26-prem-sunderland-vs-brentford,3,85,,True,544,Diarra,miss,assisted,right-foot,0.0281,,13.8,73.6,63,6.9,left
25-26-prem-sunderland-vs-brentford,4,83,,False,109,Henry,block,corner,left-foot,0.0313,,19.5,49.3,51.7,19,low-centre
25-26-prem-sunderland-vs-brentford,5,82,,True,547,E.Le Fée,goal,penalty,right-foot,0.7884,0.5978,11.5,50,47.2,13.9,low-right
25-26-prem-sunderland-vs-brentford,6,77,,False,136,Thiago,goal,assisted,head,0.1231,0.7415,7.1,47.8,52.9,29.1,high-left
25-26-prem-sunderland-vs-brentford,7,75,,True,560,Isidor,save,throw-in-set-piece,head,0.0981,0.1483,7.1,43.3,51.5,17.1,low-centre
25-26-prem-sunderland-vs-brentford,8,73,,True,560,Isidor,miss,assisted,right-foot,0.0138,,24.7,26,62.4,18.1,left
25-26-prem-sunderland-vs-brentford,9,68,,True,544,Diarra,miss,fast-break,right-foot,0.1703,,13.8,48.1,40.8,30.6,close-right
25-26-prem-sunderland-vs-brentford,10,59,,False,120,Schade,save,penalty,right-foot,0.7884,0.5978,11.5,50,52.6,14.6,low-left
