gameweek,kickoff_time,home_team,home_team_elo,home_score,away_score,away_team,away_team_elo,finished,match_id,match_url,home_possession,away_possession,home_expected_goals_xg,away_expected_goals_xg,home_total_shots,away_total_shots,home_shots_on_target,away_shots_on_target,home_big_chances,away_big_chances,home_big_chances_missed,away_big_chances_missed,home_accurate_passes,away_accurate_passes,home_accurate_passes_pct,away_accurate_passes_pct,home_fouls_committed,away_fouls_committed,home_corners,away_corners,home_xg_open_play,away_xg_open_play,home_xg_set_play,away_xg_set_play,home_non_penalty_xg,away_non_penalty_xg,home_xg_on_target_xgot,away_xg_on_target_xgot,home_shots_off_target,away_shots_off_target,home_blocked_shots,away_blocked_shots,home_hit_woodwork,away_hit_woodwork,home_shots_inside_box,away_shots_inside_box,home_shots_outside_box,away_shots_outside_box,home_passes,away_passes,home_own_half,away_own_half,home_opposition_half,away_opposition_half,home_accurate_long_balls,away_accurate_long_balls,home_accurate_long_balls_pct,away_accurate_long_balls_pct,home_accurate_crosses,away_accurate_crosses,home_accurate_crosses_pct,away_accurate_crosses_pct,home_throws,away_throws,home_touches_in_opposition_box,away_touches_in_opposition_box,home_offsides,away_offsides,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_tackles_won,away_tackles_won,home_tackles_won_pct,away_tackles_won_pct,home_interceptions,away_interceptions,home_blocks,away_blocks,home_clearances,away_clearances,home_keeper_saves,away_keeper_saves,home_duels_won,away_duels_won,home_ground_duels_won,away_ground_duels_won,home_ground_duels_won_pct,away_ground_duels_won_pct,home_aerial_duels_won,away_aerial_duels_won,home_aerial_duels_won_pct,away_aerial_duels_won_pct,home_successful_dribbles,away_successful_dribbles,home_successful_dribbles_pct,away_successful_dribbles_pct,fotmob_id,stats_processed,player_stats_processed,home_distance_covered,away_distance_covered,home_walking_distance,away_walking_distance,home_running_distance,away_running_distance,home_sprinting_distance,away_sprinting_distance,home_number_of_sprints,away_number_of_sprints,home_top_speed,away_top_speed,bzzoiro_processed,tournament
2,2026-08-25T18:45:00,,,2.0,4.0,9.0,,True,26-27-efl-cup-plymouth-argyle/exeter-city-vs-coventry-city-2026-08-24,/matches/plymouth-argyle-vs-coventry-city/2er2ae#6005664,34.0,66.0,1.55,2.87,11.0,12.0,5.0,5.0,2.0,5.0,1.0,1.0,179.0,443.0,67.0,84.0,22.0,13.0,3.0,3.0,1.35,1.63,0.2,0.46,1.55,2.08,1.99,2.66,6.0,5.0,0.0,2.0,1.0,0.0,7.0,10.0,4.0,2.0,267.0,525.0,92.0,289.0,87.0,154.0,16.0,40.0,27.0,53.0,3.0,6.0,23.0,40.0,19.0,21.0,16.0,23.0,2.0,3.0,1.0,2.0,0.0,0.0,11.0,8.0,,,6.0,10.0,2.0,0.0,20.0,18.0,1.0,3.0,35.0,54.0,25.0,36.0,41.0,59.0,10.0,18.0,36.0,64.0,3.0,6.0,75.0,50.0,6005664.0,True,False,,,,,,,,,,,,,,efl-cup
2,2026-08-25T18:45:00,,,1.0,1.0,88.0,,True,26-27-efl-cup-stoke-city-vs-hull-city-2026-08-24,/matches/hull-city-vs-stoke-city/2xwqau#6005644,44.0,56.0,0.9,1.9,10.0,18.0,4.0,6.0,2.0,2.0,1.0,2.0,369.0,498.0,84.0,88.0,11.0,6.0,1.0,4.0,0.89,1.55,0.02,0.35,0.9,1.9,1.04,0.96,5.0,8.0,1.0,4.0,0.0,0.0,9.0,12.0,1.0,6.0,440.0,563.0,228.0,338.0,141.0,160.0,21.0,31.0,43.0,52.0,5.0,2.0,26.0,13.0,15.0,14.0,18.0,28.0,1.0,2.0,1.0,1.0,0.0,0.0,19.0,12.0,,,4.0,9.0,4.0,1.0,18.0,14.0,5.0,3.0,47.0,39.0,33.0,31.0,52.0,48.0,14.0,8.0,64.0,36.0,8.0,8.0,62.0,57.0,6005644.0,True,False,,,,,,,,,,,,,,efl-cup
2,2026-08-25T18:45:00,40.0,,3.0,1.0,,,True,26-27-efl-cup-ipswich-town-vs-leicester-city-2026-08-24,/matches/leicester-city-vs-ipswich-town/2pixek#6005656,43.0,57.0,1.37,1.88,15.0,22.0,9.0,9.0,2.0,3.0,1.0,2.0,301.0,427.0,82.0,85.0,11.0,13.0,5.0,3.0,1.25,0.8,0.13,1.08,1.37,1.88,2.64,2.13,3.0,4.0,3.0,9.0,0.0,0.0,9.0,12.0,6.0,10.0,366.0,501.0,172.0,253.0,129.0,174.0,17.0,16.0,35.0,50.0,6.0,2.0,30.0,22.0,27.0,14.0,22.0,30.0,11.0,1.0,3.0,2.0,0.0,0.0,15.0,10.0,,,8.0,9.0,9.0,3.0,14.0,21.0,7.0,6.0,38.0,30.0,33.0,27.0,55.0,45.0,5.0,3.0,63.0,38.0,5.0,6.0,45.0,43.0,6005656.0,True,False,,,,,,,,,,,,,,efl-cup
2,2026-08-25T19:00:00,17.0,,0.0,2.0,2.0,,True,26-27-efl-cup-nottingham-forest-vs-leeds-united-2026-08-24,/matches/leeds-united-vs-nottingham-forest/2vqauu#6005647,50.0,50.0,0.86,2.26,8.0,13.0,3.0,5.0,1.0,6.0,1.0,4.0,344.0,368.0,76.0,82.0,15.0,12.0,3.0,2.0,0.48,1.67,0.38,0.59,0.86,2.26,0.56,1.8,3.0,6.0,2.0,2.0,0.0,0.0,6.0,9.0,2.0,4.0,453.0,450.0,207.0,233.0,137.0,135.0,32.0,18.0,45.0,33.0,6.0,4.0,32.0,24.0,23.0,19.0,18.0,21.0,1.0,1.0,4.0,3.0,0.0,0.0,15.0,13.0,,,4.0,14.0,2.0,2.0,24.0,25.0,3.0,2.0,55.0,54.0,30.0,33.0,48.0,52.0,25.0,21.0,54.0,46.0,3.0,6.0,38.0,40.0,6005647.0,True,True,,,,,,,,,,,,,,efl-cup
2,2026-08-25T19:00:00,,,1.0,6.0,94.0,,True,26-27-efl-cup-birmingham-city-vs-brentford-2026-08-24,/matches/birmingham-city-vs-brentford/2uxzbb#6005660,32.0,68.0,0.51,2.07,8.0,18.0,2.0,8.0,1.0,2.0,1.0,0.0,155.0,435.0,65.0,84.0,9.0,12.0,4.0,6.0,0.16,1.24,0.35,0.83,0.51,2.07,0.03,2.66,4.0,7.0,2.0,3.0,0.0,0.0,2.0,13.0,6.0,5.0,238.0,520.0,91.0,216.0,64.0,219.0,24.0,26.0,34.0,50.0,2.0,9.0,29.0,56.0,13.0,27.0,6.0,32.0,0.0,1.0,2.0,1.0,0.0,0.0,21.0,12.0,,,16.0,6.0,3.0,2.0,21.0,10.0,2.0,1.0,47.0,53.0,34.0,31.0,52.0,48.0,13.0,22.0,37.0,63.0,1.0,10.0,10.0,48.0,6005660.0,True,True,,,,,,,,,,,,,,efl-cup
2,2026-08-26T18:45:00,4.0,,3.0,2.0,,,True,26-27-efl-cup-newcastle-united-vs-west-bromwich-albion-2026-08-24,/matches/west-bromwich-albion-vs-newcastle-united/2ykmav#6005645,57.0,43.0,2.83,1.49,16.0,12.0,7.0,3.0,3.0,2.0,1.0,1.0,460.0,327.0,89.0,83.0,14.0,13.0,6.0,2.0,2.42,0.61,0.41,0.08,2.83,0.7,2.52,1.19,5.0,2.0,4.0,7.0,1.0,0.0,11.0,4.0,5.0,8.0,518.0,394.0,202.0,166.0,258.0,161.0,21.0,9.0,49.0,32.0,7.0,3.0,37.0,25.0,18.0,11.0,36.0,16.0,3.0,2.0,2.0,3.0,0.0,0.0,13.0,18.0,,,12.0,8.0,7.0,3.0,26.0,27.0,1.0,4.0,49.0,46.0,33.0,36.0,48.0,52.0,16.0,10.0,62.0,38.0,7.0,6.0,39.0,46.0,6005645.0,True,True,,,,,,,,,,,,,,efl-cup
2,2026-08-26T18:45:00,6.0,,5.0,1.0,,,True,26-27-efl-cup-tottenham-hotspur-vs-charlton-athletic-2026-08-24,/matches/charlton-athletic-vs-tottenham-hotspur/2eezz9#6005666,73.0,27.0,1.09,0.36,20.0,6.0,11.0,4.0,0.0,1.0,0.0,0.0,556.0,167.0,90.0,74.0,5.0,11.0,11.0,6.0,0.65,0.14,0.44,0.22,1.09,0.36,2.43,0.38,2.0,1.0,7.0,1.0,0.0,0.0,14.0,5.0,6.0,1.0,618.0,225.0,215.0,87.0,341.0,80.0,11.0,13.0,50.0,34.0,3.0,4.0,12.0,31.0,17.0,13.0,45.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,16.0,,,3.0,16.0,1.0,4.0,11.0,23.0,3.0,6.0,46.0,38.0,29.0,26.0,53.0,47.0,17.0,12.0,59.0,41.0,5.0,5.0,28.0,38.0,6005666.0,True,True,,,,,,,,,,,,,,efl-cup
2,2026-08-26T19:00:00,,,0.0,4.0,11.0,,True,26-27-efl-cup-preston-north-end-vs-everton-2026-08-24,/matches/preston-north-end-vs-everton/2eucv4#6005650,32.0,68.0,0.34,3.94,5.0,29.0,1.0,10.0,0.0,5.0,0.0,1.0,228.0,609.0,74.0,93.0,3.0,6.0,3.0,5.0,0.26,3.77,0.08,0.16,0.34,3.94,0.09,3.68,1.0,9.0,3.0,10.0,0.0,0.0,4.0,17.0,1.0,12.0,308.0,657.0,127.0,316.0,101.0,293.0,8.0,21.0,17.0,54.0,1.0,4.0,9.0,24.0,10.0,15.0,14.0,31.0,1.0,4.0,0.0,0.0,0.0,0.0,26.0,16.0,,,6.0,11.0,10.0,3.0,22.0,14.0,6.0,1.0,40.0,34.0,34.0,24.0,59.0,41.0,6.0,10.0,38.0,63.0,3.0,5.0,25.0,29.0,6005650.0,True,False,,,,,,,,,,,,,,efl-cup
2,2026-08-27T18:30:00,8.0,,2.0,0.0,,,True,26-27-efl-cup-chelsea-vs-luton-town-2026-08-24,/matches/luton-town-vs-chelsea/2c1euw#6005665,66.0,34.0,2.41,0.42,26.0,7.0,7.0,1.0,6.0,0.0,5.0,0.0,641.0,295.0,92.0,81.0,11.0,6.0,9.0,3.0,2.32,0.05,0.08,0.37,2.41,0.42,2.03,0.07,11.0,5.0,8.0,1.0,3.0,0.0,19.0,4.0,7.0,3.0,696.0,364.0,228.0,201.0,413.0,94.0,20.0,17.0,71.0,35.0,6.0,5.0,30.0,71.0,16.0,7.0,45.0,10.0,2.0,0.0,0.0,1.0,0.0,0.0,15.0,16.0,,,5.0,12.0,1.0,8.0,15.0,29.0,1.0,6.0,38.0,43.0,30.0,34.0,47.0,53.0,8.0,9.0,47.0,53.0,10.0,8.0,59.0,47.0,6005665.0,True,False,,,,,,,,,,,,,,efl-cup
2,2026-08-27T19:00:00,54.0,,3.0,0.0,,,True,26-27-efl-cup-fulham-vs-afc-bournemouth-2026-08-24,/matches/fulham-vs-afc-wimbledon/6hxsj70#6005663,79.0,21.0,2.89,0.15,29.0,5.0,8.0,2.0,5.0,0.0,3.0,0.0,673.0,117.0,91.0,62.0,6.0,9.0,10.0,4.0,2.63,0.11,0.26,0.03,2.89,0.15,2.96,0.06,12.0,3.0,9.0,0.0,0.0,0.0,23.0,1.0,6.0,4.0,741.0,189.0,291.0,57.0,382.0,60.0,31.0,12.0,58.0,24.0,10.0,1.0,37.0,10.0,14.0,16.0,50.0,6.0,0.0,3.0,1.0,1.0,0.0,0.0,10.0,17.0,,,7.0,9.0,0.0,9.0,16.0,42.0,2.0,5.0,50.0,36.0,32.0,26.0,55.0,45.0,18.0,10.0,64.0,36.0,13.0,3.0,59.0,33.0,6005663.0,True,False,,,,,,,,,,,,,,efl-cup
