id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat,first_name,second_name,web_name,news,news_added,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,defensive_contribution,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90
253,a,,,5.0,241,10,0,0,0,0,6.8,64,9,135,0,3.6,74,13,8,466,0.0,357,70,0.0,27.0,0,0,0,0,0,2.6,,0.01,0.02,0.03,50.33,0.0,0.0,0.0,1.32,853.6,17,4,30.0,308,3,4.0,336,2,88.6,147,4,,,,0,,Dean,Henderson,Henderson,,,3420.0,0.0,0.0,11.0,51.0,0.0,1.0,0.0,3.0,0.0,104.0,38.0,0.0,,,,2.74,0.29,1.34,1.0,0.0
256,a,,,5.5,163,20,0,0,0,0,8.6,50,18,142,0,3.8,58,5,9,480,0.0,520,208,0.0,25.8,0,0,0,0,0,2.8,,4.92,3.46,8.38,46.3,0.14,0.1,0.24,1.29,816.6,25,9,634.2,43,6,524.0,55,1,197.6,34,1,,,,0,,Daniel,Muñoz Mejía,Muñoz,,,3229.0,4.0,6.0,11.0,46.0,0.0,0.0,0.0,10.0,0.0,0.0,37.0,267.0,,,,0.0,0.31,1.28,1.03,7.44
257,a,,,5.0,296,51,0,0,0,0,1.0,178,65,114,0,3.3,110,26,9,463,0.0,412,186,0.0,22.8,0,0,0,0,0,2.1,,3.5,1.01,4.51,44.59,0.1,0.03,0.13,1.29,723.8,46,17,113.7,225,67,277.0,108,13,111.4,117,28,,,,0,,Maxence,Lacroix,Lacroix,,,3116.0,1.0,2.0,11.0,45.0,0.0,0.0,0.0,5.0,0.0,0.0,35.0,347.0,,,,0.0,0.32,1.3,1.01,10.02
258,a,,,5.0,282,48,0,0,0,0,1.2,162,58,123,0,3.3,108,24,4,455,0.0,398,183,0.0,24.6,0,0,0,0,0,2.1,,1.31,3.67,4.98,46.45,0.04,0.11,0.15,1.35,630.8,69,24,559.1,59,9,170.0,171,39,136.2,86,12,,,,0,,Tyrick,Mitchell,Mitchell,,,3090.0,0.0,6.0,12.0,46.0,0.0,0.0,0.0,2.0,0.0,0.0,37.0,217.0,,,,0.0,0.35,1.34,1.08,6.32
259,a,,,5.0,269,42,0,0,0,0,0.1,445,172,0,0,0.0,610,224,0,0,0.0,385,177,0.0,0.0,0,0,0,0,0,2.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,609,224,0.0,607,223,0.0,598,223,0.0,609,224,4.0,,,0,,Borna,Sosa,Sosa,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0
260,a,,,4.5,401,93,0,0,0,0,12.7,34,14,116,0,3.4,96,18,11,492,0.0,172,113,0.0,25.8,0,0,0,0,0,1.4,,1.87,2.01,3.88,41.55,0.06,0.06,0.12,1.22,827.0,24,8,237.6,153,31,247.0,118,16,131.0,91,14,,,,0,,Marc,Guéhi,Guéhi,,,3059.0,3.0,2.0,11.0,42.0,3.0,0.0,0.0,7.0,1.0,0.0,34.0,268.0,,,,0.0,0.32,1.24,1.0,7.88
261,a,,,4.5,432,117,0,0,0,0,1.5,147,50,68,0,2.8,155,48,2,249,0.0,203,137,0.0,15.1,0,0,0,0,0,1.4,,1.33,0.6,1.93,29.78,0.06,0.03,0.09,1.4,470.8,133,48,45.0,285,104,181.0,166,34,69.6,197,61,,,,0,,Chris,Richards,Richards,,,1921.0,1.0,1.0,7.0,31.0,0.0,0.0,0.0,2.0,1.0,0.0,22.0,193.0,,,,0.0,0.33,1.45,1.03,9.04
266,a,,,7.5,25,14,0,0,0,0,10.5,41,11,148,0,4.4,27,16,15,605,0.0,663,290,0.0,19.7,0,0,0,0,0,2.0,,10.39,4.67,15.06,35.03,0.36,0.16,0.52,1.22,685.0,54,18,849.2,13,12,691.0,37,23,222.4,16,11,1.0,1.0,1.0,0,,Eberechi,Eze,Eze,,,2588.0,8.0,8.0,10.0,34.0,0.0,0.0,1.0,1.0,0.0,0.0,31.0,204.0,,,,0.0,0.35,1.18,1.08,7.09
267,a,,,6.5,58,40,0,0,0,0,5.4,68,22,149,0,3.9,54,26,14,542,0.0,622,260,0.0,22.9,0,0,0,0,0,1.7,,10.82,6.82,17.64,38.63,0.36,0.23,0.59,1.28,675.0,57,21,618.0,48,41,866.0,20,11,215.9,18,13,,,,0,,Ismaïla,Sarr,Sarr,,,2708.0,8.0,7.0,10.0,39.0,0.0,0.0,0.0,4.0,0.0,0.0,30.0,190.0,,,,0.0,0.33,1.3,1.0,6.31
270,a,,,5.0,227,142,0,0,0,0,0.1,466,153,67,0,2.0,246,110,3,278,0.0,343,84,0.0,13.4,0,0,0,0,0,1.0,,1.09,2.64,3.73,31.64,0.05,0.11,0.16,1.36,335.2,191,87,462.6,75,61,90.0,231,128,87.5,151,86,2.0,,,0,,Will,Hughes,Hughes,,,2100.0,0.0,4.0,10.0,31.0,0.0,0.0,0.0,11.0,0.0,0.0,24.0,249.0,,,,0.0,0.43,1.33,1.03,10.67
