gameweek,kickoff_time,home_team,home_team_elo,home_score,away_score,away_team,away_team_elo,finished,match_id,match_url,home_possession,away_possession,home_expected_goals_xg,away_expected_goals_xg,home_total_shots,away_total_shots,home_shots_on_target,away_shots_on_target,home_big_chances,away_big_chances,home_big_chances_missed,away_big_chances_missed,home_accurate_passes,away_accurate_passes,home_accurate_passes_pct,away_accurate_passes_pct,home_fouls_committed,away_fouls_committed,home_corners,away_corners,home_xg_open_play,away_xg_open_play,home_xg_set_play,away_xg_set_play,home_non_penalty_xg,away_non_penalty_xg,home_xg_on_target_xgot,away_xg_on_target_xgot,home_shots_off_target,away_shots_off_target,home_blocked_shots,away_blocked_shots,home_hit_woodwork,away_hit_woodwork,home_shots_inside_box,away_shots_inside_box,home_shots_outside_box,away_shots_outside_box,home_passes,away_passes,home_own_half,away_own_half,home_opposition_half,away_opposition_half,home_accurate_long_balls,away_accurate_long_balls,home_accurate_long_balls_pct,away_accurate_long_balls_pct,home_accurate_crosses,away_accurate_crosses,home_accurate_crosses_pct,away_accurate_crosses_pct,home_throws,away_throws,home_touches_in_opposition_box,away_touches_in_opposition_box,home_offsides,away_offsides,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_tackles_won,away_tackles_won,home_tackles_won_pct,away_tackles_won_pct,home_interceptions,away_interceptions,home_blocks,away_blocks,home_clearances,away_clearances,home_keeper_saves,away_keeper_saves,home_duels_won,away_duels_won,home_ground_duels_won,away_ground_duels_won,home_ground_duels_won_pct,away_ground_duels_won_pct,home_aerial_duels_won,away_aerial_duels_won,home_aerial_duels_won_pct,away_aerial_duels_won_pct,home_successful_dribbles,away_successful_dribbles,home_successful_dribbles_pct,away_successful_dribbles_pct,fotmob_id,stats_processed,player_stats_processed,tournament
32.0,,7.0,1871.37,,,,,False,25-26-europa-league-aston-villa-vs-bologna/roma,/matches/aston-villa-vs-bolognaroma/nnh3l00z#5206168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,europa-league
32.0,,17.0,1822.17,1.0,1.0,,,True,25-26-europa-league-nottingham-forest-vs-fc-porto,/matches/fc-porto-vs-nottingham-forest/3asu35#5206167,52.0,48.0,2.16,0.45,16.0,6.0,8.0,2.0,5.0,0.0,4.0,0.0,442.0,412.0,88.0,87.0,4.0,11.0,5.0,2.0,2.1,0.45,0.06,0.0,2.16,0.45,2.98,0.43,5.0,1.0,3.0,3.0,0.0,0.0,11.0,4.0,5.0,2.0,504.0,473.0,214.0,249.0,228.0,163.0,27.0,23.0,57.0,45.0,4.0,2.0,21.0,18.0,19.0,9.0,22.0,10.0,0.0,3.0,1.0,0.0,0.0,0.0,15.0,17.0,,,8.0,12.0,3.0,2.0,15.0,18.0,2.0,7.0,49.0,36.0,31.0,24.0,56.0,44.0,18.0,12.0,60.0,40.0,8.0,4.0,36.0,36.0,,True,True,europa-league
32.0,,7.0,1920.97,3.0,1.0,,,True,25-26-europa-league-aston-villa-vs-bologna,/matches/bologna-vs-aston-villa/3cdz18#5206168,58.0,42.0,0.85,1.57,19.0,8.0,4.0,4.0,1.0,4.0,1.0,1.0,439.0,286.0,90.0,80.0,19.0,15.0,4.0,3.0,0.78,0.36,0.07,1.21,0.85,1.57,0.81,1.97,5.0,4.0,10.0,0.0,2.0,0.0,10.0,3.0,9.0,5.0,489.0,359.0,223.0,185.0,216.0,101.0,22.0,12.0,59.0,26.0,3.0,4.0,21.0,80.0,12.0,9.0,21.0,7.0,7.0,1.0,2.0,1.0,0.0,0.0,11.0,13.0,,,8.0,3.0,0.0,9.0,12.0,16.0,1.0,3.0,42.0,44.0,31.0,37.0,46.0,54.0,11.0,7.0,61.0,39.0,7.0,5.0,47.0,45.0,,True,True,europa-league
