id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat,first_name,second_name,web_name,news,news_added,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,defensive_contribution,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,tackles,clearances_blocks_interceptions,recoveries
7,a,,,5.5,175,107,0,0,0,0,0.7,229,76,6,0,3.0,135,54,0,30,2.0,180,82,0.4,1.1,0,19996,1454,23945,1404,2.0,2.0,0.13,0.13,0.26,0.53,0.07,0.07,0.14,0.3,21.6,171,64,26.1,99,61,12.0,133,68,6.0,146,71,,,,3,,Myles,Lewis-Skelly,Lewis-Skelly,,,160,0,0,2,0,0,0,0,0,0,0,2,12,,,,0.0,1.12,0.0,1.12,6.75,1,5,6
8,a,,,5.7,117,11,0,0,2,-2,46.2,4,1,20,0,10.0,3,1,2,61,6.7,18,9,1.2,3.5,0,900912,75328,169012,8823,6.7,6.7,0.15,0.55,0.7,0.39,0.08,0.29,0.37,0.21,47.2,69,28,24.1,110,34,13.0,126,40,8.4,89,28,,,,3,,Riccardo,Calafiori,Calafiori,,,170,0,2,2,0,0,0,0,0,0,0,2,8,,,,0.0,1.06,0.0,1.06,4.24,2,6,5
9,a,,,5.3,236,34,-1,1,-2,2,1.1,177,69,1,0,1.0,323,124,0,3,0.3,360,129,0.1,0.2,0,9208,873,79916,3229,0.3,0.3,0.0,0.0,0.0,0.15,0.0,0.0,0.0,1.5,0.4,333,124,0.5,310,116,0.0,559,205,0.1,346,123,,,,3,,Piero,Hincapié,Hincapie,,,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
10,a,100.0,100.0,5.5,134,15,0,0,0,0,7.7,57,22,18,0,9.0,8,2,3,63,6.0,28,13,1.1,3.3,0,334534,26298,157986,15555,6.0,6.0,0.18,0.26,0.44,0.53,0.09,0.13,0.22,0.26,49.6,59,22,47.1,35,7,13.0,124,39,11.0,56,12,,,,3,,Benjamin,White,White,,,180,0,1,2,0,0,0,0,0,0,0,2,9,,,,0.0,1.0,0.0,1.0,4.5,2,7,5
11,d,75.0,75.0,5.5,176,23,0,0,0,0,4.2,85,33,12,0,6.0,40,17,0,52,4.0,71,31,0.7,2.2,0,29277,321,195461,21144,3.0,3.0,0.0,0.01,0.01,0.53,0.0,0.01,0.01,0.28,24.6,157,71,2.0,250,85,0.0,607,211,2.7,227,88,,,,3,,Cristhian,Mosquera,Mosquera,Unspecified injury - 75% chance of playing,,168,0,0,2,0,0,0,0,0,0,0,2,10,,,,0.0,1.07,0.0,1.07,5.36,0,10,3
12,a,,,9.5,4,3,0,0,0,0,11.2,36,12,20,0,10.0,5,3,4,82,6.7,21,7,0.7,2.1,0,283091,37801,147497,10981,6.7,6.7,1.27,0.12,1.39,0.39,0.73,0.07,0.8,0.22,83.8,6,5,34.1,66,45,77.0,10,6,19.5,7,6,2.0,2.0,1.0,3,,Bukayo,Saka,Saka,,,157,2,0,2,0,0,0,0,0,0,0,2,18,,,,0.0,1.15,0.0,1.15,10.32,3,5,10
13,a,,,7.4,19,11,-1,1,-1,1,14.1,29,11,8,0,4.0,90,39,0,29,2.7,133,57,0.4,1.1,0,61171,3899,430608,23995,2.7,2.7,0.07,0.18,0.25,0.39,0.04,0.11,0.15,0.23,30.8,134,49,34.0,67,46,2.0,246,120,6.7,128,64,1.0,1.0,,3,,Declan,Rice,Rice,,,151,0,0,2,0,0,0,0,0,0,0,2,18,,,,0.0,1.19,0.0,1.19,10.73,3,5,10
14,a,,,6.4,51,35,0,0,-1,1,1.4,154,48,2,0,1.0,362,171,0,10,0.7,320,150,0.1,0.3,0,15186,1199,88735,3671,0.7,0.7,0.04,0.07,0.11,0.39,0.06,0.11,0.17,0.59,1.6,316,142,3.8,220,120,3.0,215,104,0.7,307,140,,3.0,,3,,Eberechi,Eze,Eze,,,59,0,0,0,0,0,0,0,0,0,0,0,5,,,,0.0,0.0,0.0,0.0,7.63,0,0,5
15,a,,,6.6,32,21,0,0,1,-1,11.1,38,14,14,0,7.0,24,10,3,54,4.7,48,23,0.7,2.1,0,427598,18386,227370,17908,4.7,4.7,0.29,0.17,0.46,0.39,0.18,0.11,0.29,0.24,57.4,37,17,48.3,33,27,36.0,53,31,14.2,29,23,4.0,4.0,3.0,3,,Martin,Ødegaard,Ødegaard,,,145,1,0,2,0,0,0,0,0,0,0,2,13,,,,0.0,1.24,0.0,1.24,8.07,5,3,5
16,a,,,6.3,55,39,0,0,-2,2,0.2,319,113,1,0,1.0,360,169,0,8,0.3,378,177,0.0,0.2,0,3169,481,17006,702,0.3,0.3,0.0,0.04,0.04,0.15,0.0,0.16,0.16,0.61,9.4,237,99,43.1,44,35,0.0,639,280,5.3,163,77,6.0,,,3,,Noni,Madueke,Madueke,,,22,0,0,0,0,0,0,0,0,0,0,0,2,,,,0.0,0.0,0.0,0.0,8.18,0,0,2
17,a,,,5.9,91,59,0,0,-1,1,0.5,253,84,2,0,1.0,350,162,0,12,0.7,315,147,0.1,0.3,0,5972,489,30759,1633,0.7,0.7,0.14,0.02,0.16,0.15,0.38,0.05,0.43,0.41,6.4,258,115,2.2,241,128,14.0,121,61,2.3,244,109,,,,3,,Mikel,Merino Zazón,Merino,,,33,0,0,0,0,0,0,0,0,0,0,0,6,,,,0.0,0.0,0.0,0.0,16.36,0,0,6
18,u,0.0,0.0,6.3,56,40,0,0,-2,2,0.1,400,153,0,0,0.0,644,285,0,0,0.0,644,285,0.0,0.0,0,2483,0,15958,2316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643,284,0.0,643,284,0.0,640,281,0.0,643,284,,,,3,,Gabriel,Martinelli Silva,Martinelli,Has joined Al Hilal permanently,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
19,a,,,5.4,221,137,0,0,-1,1,0.8,220,72,2,0,1.0,329,149,0,8,0.7,307,143,0.1,0.4,0,5537,473,42520,1911,0.7,0.7,0.0,0.02,0.02,0.15,0.0,0.07,0.07,0.5,8.6,241,101,3.2,226,123,0.0,575,237,1.2,288,129,,,,3,,Martín,Zubimendi Ibáñez,Zubimendi,,,27,0,0,0,0,0,0,0,0,0,0,0,5,,,,0.0,0.0,0.0,0.0,16.67,3,0,2
20,a,,,5.4,234,148,0,0,-1,1,0.1,469,185,0,0,0.0,616,265,0,0,0.0,616,265,0.0,0.0,0,1199,118,4586,259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601,258,0.0,603,259,0.0,583,244,0.0,607,259,,,,3,,Max,Dowman,Dowman,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
22,u,0.0,0.0,5.4,225,140,0,0,-1,1,0.0,602,255,0,0,0.0,614,263,0,0,0.0,614,263,0.0,0.0,0,233,0,868,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595,253,0.0,600,257,0.0,578,240,0.0,602,255,,,,3,,Ethan,Nwaneri,Nwaneri,Has joined Borussia Dortmund on loan for the rest of the season,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
23,u,0.0,0.0,5.5,155,93,0,0,0,0,0.0,608,258,0,0,0.0,623,269,0,0,0.0,623,269,0.0,0.0,0,255,0,625,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,611,263,0.0,615,264,0.0,601,254,0.0,616,264,,,,3,,Fábio,Ferreira Vieira,Fábio Vieira,Has joined Hamburger SV permanently,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
24,u,0.0,0.0,5.5,136,83,0,0,0,0,0.0,617,263,0,0,0.0,620,266,0,0,0.0,620,266,0.0,0.0,0,68,0,505,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606,259,0.0,609,260,0.0,592,247,0.0,611,260,,,,3,,Reiss,Nelson,Nelson,has departed the club as a free agent.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
25,a,,,7.3,23,8,0,0,-2,2,4.4,81,12,0,0,0.0,648,76,0,0,0.0,648,76,0.0,0.0,0,18757,1820,453569,14449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648,76,0.0,648,76,0.0,648,76,0.0,648,76,,,2.0,3,,Viktor,Gyökeres,Gyökeres,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
26,a,,,7.5,16,6,0,0,0,0,6.7,61,8,8,0,4.0,91,11,0,39,2.7,134,13,0.4,1.1,0,269246,9119,196103,15889,2.7,2.7,0.28,0.06,0.34,0.53,0.14,0.03,0.17,0.26,39.6,94,8,16.6,140,13,48.0,36,11,10.4,65,9,,,,3,,Kai,Havertz,Havertz,,,180,1,0,2,0,0,0,0,0,0,0,2,7,,,,0.0,1.0,0.0,1.0,3.5,0,2,5
27,u,0.0,0.0,5.9,92,24,0,0,-1,1,0.2,327,54,0,0,0.0,632,75,0,0,0.0,632,75,0.0,0.0,0,4164,0,21090,2803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,624,70,0.0,627,73,0.0,617,71,0.0,627,73,,,,3,,Gabriel,Fernando de Jesus,G.Jesus,Has joined FC Barcelona permanently,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
31,a,,,4.4,569,153,0,0,-1,1,11.4,35,13,1,0,1.0,266,97,0,3,0.3,328,115,0.1,0.2,0,376154,55461,446778,18045,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,299,113,0.1,324,119,0.0,319,136,0.3,323,116,,,,3,,Ezri,Konsa Ngoyo,Konsa,,,11,0,0,0,0,0,0,0,0,0,0,0,1,,,,0.0,0.0,0.0,0.0,8.18,0,1,0
452,d,75.0,75.0,6.8,31,20,0,0,-2,2,2.0,129,39,1,0,1.0,366,175,0,4,0.3,382,181,0.0,0.1,0,6676,280,196381,7044,0.2,0.2,0.0,0.01,0.01,0.0,0.0,0.05,0.05,0.0,1.4,320,145,0.8,294,149,2.0,245,119,0.4,322,147,5.0,,4.0,3,,Bruno,Guimarães Rodriguez Moura,Bruno G.,Knock - 75% chance of playing,,19,0,0,0,0,0,0,0,0,0,0,0,3,,,,0.0,0.0,0.0,0.0,14.21,0,0,3
557,a,,,6.5,38,26,0,0,0,0,18.7,18,8,6,0,3.0,140,56,0,31,2.0,185,85,0.3,0.9,0,335099,7028,820964,71940,2.0,2.0,0.19,0.15,0.34,0.16,0.14,0.11,0.25,0.12,17.0,195,76,51.6,30,25,34.0,56,32,10.3,67,41,3.0,,,3,,Christos,Tzolis,Tzolis,,,120,0,1,1,0,0,0,0,1,0,0,2,9,,,,0.0,0.75,0.0,1.5,6.75,1,3,5
29,a,,,4.5,426,24,0,0,0,0,0.1,383,46,1,0,1.0,271,22,0,1,0.3,331,22,0.1,0.2,0,3360,209,3529,273,0.3,0.3,0.0,0.0,0.0,3.77,0.0,0.0,0.0,3.77,28.2,138,15,0.0,392,26,0.0,324,25,2.8,223,15,,,,3,,Marco,Bizot,M.Bizot,,,90,0,0,0,4,0,0,0,0,0,3,1,0,,,,3.0,0.0,4.0,1.0,0.0,0,2,6
30,u,0.0,0.0,4.5,431,84,0,0,0,0,0.1,481,170,0,0,0.0,443,170,0,0,0.0,443,170,0.0,0.0,0,0,0,7313,265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401,161,0.0,395,159,0.0,328,141,0.0,411,161,,,,3,,Lucas,Digne,Digne,Has joined Paris Saint-Germain permanently,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
32,a,,,4.5,457,99,0,0,0,0,6.9,59,24,7,6,2.3,165,64,0,23,2.3,140,56,0.5,1.6,0,73577,4971,192103,8469,2.3,2.3,0.15,0.04,0.19,5.03,0.05,0.01,0.06,1.8,26.0,149,67,2.9,230,73,7.0,165,57,3.6,206,80,1.0,,,3,,Matty,Cash,Cash,,,251,0,0,1,5,0,0,0,1,0,0,3,14,,,,0.0,0.36,1.79,1.08,5.02,6,8,2
33,a,,,4.5,442,87,0,0,0,0,0.4,278,103,7,6,3.5,102,38,0,33,2.3,139,55,0.5,1.6,0,6338,463,8794,451,2.3,2.3,0.11,0.02,0.13,0.79,0.09,0.02,0.11,0.67,2.0,311,116,0.0,403,160,0.0,337,142,0.2,332,119,,,,3,,Tyrone,Mings,Mings,,,106,0,0,1,0,0,0,0,0,0,0,1,6,,,,0.0,0.85,0.0,0.85,5.09,2,4,2
34,a,,,4.5,482,117,0,0,0,0,0.4,265,97,2,0,1.0,279,108,0,-8,0.7,282,101,0.2,0.4,0,7428,342,10274,878,0.7,0.7,0.0,0.01,0.01,4.59,0.0,0.01,0.01,2.53,11.0,229,94,1.5,265,91,0.0,361,157,1.2,286,103,,,,3,,Pau,Torres,Pau,,,163,0,0,0,5,0,0,0,0,0,0,2,9,,,,0.0,0.0,2.76,1.1,4.97,1,8,9
35,a,,,5.0,341,204,0,0,0,0,0.1,471,186,1,0,1.0,315,138,0,3,0.3,356,164,0.1,0.2,0,1739,158,2454,213,0.3,0.3,0.0,0.0,0.0,0.22,0.0,0.0,0.0,1.24,2.2,307,138,0.5,309,156,0.0,535,209,0.3,327,150,,,,3,,Lamare,Bogarde,Bogarde,,,16,0,0,0,0,0,0,0,0,0,0,0,1,,,,0.0,0.0,0.0,0.0,5.62,0,1,0
36,a,,,4.5,490,124,0,0,0,0,0.8,223,83,8,7,2.7,143,57,1,15,2.7,118,49,0.6,1.8,0,15243,1405,18451,968,2.7,2.7,0.1,0.42,0.52,4.88,0.04,0.15,0.19,1.79,14.0,212,89,1.3,271,97,15.0,112,33,3.0,217,84,,,,3,,Ian,Maatsen,Maatsen,,,245,0,0,1,5,0,0,0,1,0,0,3,20,,,,0.0,0.37,1.84,1.1,7.35,6,14,4
37,a,,,4.5,454,96,0,0,0,0,0.3,303,112,6,6,2.0,186,71,0,25,2.0,162,65,0.4,1.3,0,5420,434,7337,331,2.0,2.0,0.0,0.16,0.16,5.38,0.0,0.05,0.05,1.79,16.8,196,83,1.3,270,96,0.0,344,146,1.8,264,97,,,,3,,Victor,Lindelöf,Lindelöf,,,270,0,0,1,5,1,0,0,0,0,0,3,14,,,,0.0,0.33,1.67,1.0,4.67,1,13,5
