id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat
41,u,0.0,0.0,5.4,160,97,0,0,-1,1,0.0,555,233,0,0,0.0,641,294,0,0,0.0,641,294,0.0,0.0,0,342,0,5514,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638,292,0.0,638,293,0.0,629,287,0.0,641,294,,,,4,0.0
640,a,,,4.0,643,200,0,0,0,0,0.0,541,186,0,0,0.0,458,154,0,0,0.0,457,154,0.0,0.0,0,2658,353,609,169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448,155,0.0,434,154,0.0,376,133,0.0,454,155,,,,4,0.0
1,u,0.0,0.0,5.4,158,96,0,0,-1,1,0.0,598,265,0,0,0.0,640,293,0,0,0.0,640,293,0.0,0.0,0,439,0,2326,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,637,291,0.0,637,292,0.0,628,286,0.0,640,293,,,,4,0.0
2,a,100.0,100.0,6.8,38,17,0,0,-2,2,0.8,210,38,1,1,0.5,401,42,0,2,0.2,400,42,0.0,0.1,0,20162,2757,173433,1957,0.2,1.2,0.0,0.0,0.0,0.28,0.0,0.0,0.0,1.68,0.2,391,38,0.8,345,38,0.0,653,69,0.1,397,40,,,,4,0.0
3,a,,,6.0,82,5,0,0,0,0,12.3,33,11,29,15,7.2,7,1,4,104,7.2,6,1,1.2,4.8,1,230029,45586,336017,11818,7.2,8.2,0.51,0.05,0.56,4.32,0.13,0.01,0.14,1.08,114.0,22,6,24.8,165,38,52.0,76,7,19.1,64,10,,,,4,0.0
4,a,,,8.1,12,4,0,0,1,-1,17.4,18,6,24,2,6.0,17,5,5,89,6.0,13,4,0.7,3.0,1,988926,28493,677552,57710,6.0,7.0,1.57,0.12,1.69,4.32,0.39,0.03,0.42,1.08,121.0,18,3,60.4,59,2,127.0,16,7,30.8,18,4,,,3.0,4,13.333333333333334
5,u,0.0,0.0,4.0,627,64,0,0,0,0,0.0,528,64,0,0,0.0,444,51,0,0,0.0,443,51,0.0,0.0,0,0,0,2519,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435,51,0.0,421,30,0.0,362,25,0.0,441,51,,,,4,0.0
6,a,,,5.5,124,13,0,0,0,0,1.1,187,70,13,5,3.2,96,31,0,49,3.2,84,25,0.6,2.4,0,58118,6398,47511,2552,3.2,4.2,0.07,0.05,0.12,3.56,0.02,0.02,0.04,1.2,29.6,223,85,17.2,199,55,21.0,158,32,6.7,233,75,,,,4,0.0
7,a,,,4.9,276,179,0,0,-1,1,0.3,312,104,2,2,2.0,175,79,0,0,0.5,325,160,0.1,0.4,0,11595,951,20233,824,0.5,1.5,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.74,0.4,385,195,1.8,322,180,0.0,555,244,0.2,386,197,,,,4,0.0
8,a,,,4.9,316,38,0,0,-1,1,0.1,402,148,0,0,0.0,607,211,0,0,0.0,606,211,0.0,0.0,0,2352,144,9958,428,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602,212,0.0,599,212,0.0,575,209,0.0,606,212,,,,4,0.0
