match_id,minute,value
25-26-efl-cup-arsenal-vs-chelsea,1,0
25-26-efl-cup-arsenal-vs-chelsea,2,-7
25-26-efl-cup-arsenal-vs-chelsea,3,-22
25-26-efl-cup-arsenal-vs-chelsea,4,-14
25-26-efl-cup-arsenal-vs-chelsea,5,-7
25-26-efl-cup-arsenal-vs-chelsea,6,10
25-26-efl-cup-arsenal-vs-chelsea,7,5
25-26-efl-cup-arsenal-vs-chelsea,8,47
25-26-efl-cup-arsenal-vs-chelsea,9,25
25-26-efl-cup-arsenal-vs-chelsea,10,7
25-26-efl-cup-arsenal-vs-chelsea,11,-8
25-26-efl-cup-arsenal-vs-chelsea,12,-16
25-26-efl-cup-arsenal-vs-chelsea,13,-25
25-26-efl-cup-arsenal-vs-chelsea,14,-24
25-26-efl-cup-arsenal-vs-chelsea,15,28
25-26-efl-cup-arsenal-vs-chelsea,16,7
25-26-efl-cup-arsenal-vs-chelsea,17,-7
25-26-efl-cup-arsenal-vs-chelsea,18,9
25-26-efl-cup-arsenal-vs-chelsea,19,24
25-26-efl-cup-arsenal-vs-chelsea,20,13
25-26-efl-cup-arsenal-vs-chelsea,21,2
25-26-efl-cup-arsenal-vs-chelsea,22,2
25-26-efl-cup-arsenal-vs-chelsea,23,8
25-26-efl-cup-arsenal-vs-chelsea,24,-6
25-26-efl-cup-arsenal-vs-chelsea,25,23
25-26-efl-cup-arsenal-vs-chelsea,26,7
25-26-efl-cup-arsenal-vs-chelsea,27,-8
25-26-efl-cup-arsenal-vs-chelsea,28,-30
25-26-efl-cup-arsenal-vs-chelsea,29,18
25-26-efl-cup-arsenal-vs-chelsea,30,15
25-26-efl-cup-arsenal-vs-chelsea,31,-62
25-26-efl-cup-arsenal-vs-chelsea,32,-29
25-26-efl-cup-arsenal-vs-chelsea,33,-10
25-26-efl-cup-arsenal-vs-chelsea,34,-2
25-26-efl-cup-arsenal-vs-chelsea,35,23
25-26-efl-cup-arsenal-vs-chelsea,36,23
25-26-efl-cup-arsenal-vs-chelsea,37,23
25-26-efl-cup-arsenal-vs-chelsea,38,18
25-26-efl-cup-arsenal-vs-chelsea,39,59
25-26-efl-cup-arsenal-vs-chelsea,40,40
25-26-efl-cup-arsenal-vs-chelsea,41,25
25-26-efl-cup-arsenal-vs-chelsea,42,3
25-26-efl-cup-arsenal-vs-chelsea,43,-20
25-26-efl-cup-arsenal-vs-chelsea,44,-19
25-26-efl-cup-arsenal-vs-chelsea,45,20
25-26-efl-cup-arsenal-vs-chelsea,45.5,26
25-26-efl-cup-arsenal-vs-chelsea,46,-9
25-26-efl-cup-arsenal-vs-chelsea,47,-8
25-26-efl-cup-arsenal-vs-chelsea,48,-31
25-26-efl-cup-arsenal-vs-chelsea,49,-23
25-26-efl-cup-arsenal-vs-chelsea,50,15
25-26-efl-cup-arsenal-vs-chelsea,51,-9
25-26-efl-cup-arsenal-vs-chelsea,52,14
25-26-efl-cup-arsenal-vs-chelsea,53,-15
25-26-efl-cup-arsenal-vs-chelsea,54,25
25-26-efl-cup-arsenal-vs-chelsea,55,8
25-26-efl-cup-arsenal-vs-chelsea,56,47
25-26-efl-cup-arsenal-vs-chelsea,57,13
25-26-efl-cup-arsenal-vs-chelsea,58,3
25-26-efl-cup-arsenal-vs-chelsea,59,-4
25-26-efl-cup-arsenal-vs-chelsea,60,-1
25-26-efl-cup-arsenal-vs-chelsea,61,-12
