player_id,match_id,player_name,rating,possession_lost,attacking_shots_blocked,total_passes,total_long_balls,total_crosses,total_dribbles,ground_duels_lost,aerial_duels_lost,yellow_cards,red_cards,goalkeeper_punches
6,25-26-efl-cup-arsenal-vs-chelsea,Saliba,6.8,6,0,51,8,0,1,2,1,0,0,0
8,25-26-efl-cup-arsenal-vs-chelsea,J.Timber,6.3,8,0,23,1,2,1,8,2,1,0,0
16,25-26-efl-cup-arsenal-vs-chelsea,Saka,6.5,14,1,29,1,5,2,6,1,0,0,0
17,25-26-efl-cup-arsenal-vs-chelsea,Ødegaard,6.6,6,0,18,0,2,2,3,0,0,0,0
20,25-26-efl-cup-arsenal-vs-chelsea,Trossard,6.5,12,1,23,3,1,5,6,0,1,0,0
21,25-26-efl-cup-arsenal-vs-chelsea,Rice,7.5,10,0,44,1,6,1,0,0,0,0,0
30,25-26-efl-cup-arsenal-vs-chelsea,Havertz,6.4,1,0,4,0,0,1,2,1,0,0,0
226,25-26-efl-cup-arsenal-vs-chelsea,Chalobah,6.2,4,0,44,1,0,2,4,1,0,0,0
230,25-26-efl-cup-arsenal-vs-chelsea,Fofana,6.0,8,0,55,2,0,1,4,1,0,0,0
232,25-26-efl-cup-arsenal-vs-chelsea,Tosin,6.7,1,0,7,0,0,0,2,2,0,0,0
233,25-26-efl-cup-arsenal-vs-chelsea,Acheampong,6.4,4,0,19,1,1,0,0,0,0,0,0
237,25-26-efl-cup-arsenal-vs-chelsea,Enzo,7.4,22,0,81,9,5,1,5,1,0,0,0
666,25-26-efl-cup-arsenal-vs-chelsea,Gyökeres,7.3,6,1,8,0,0,0,4,1,0,0,0
672,25-26-efl-cup-arsenal-vs-chelsea,Hato,7.3,1,0,8,0,0,0,1,1,0,0,0
52,25-26-efl-cup-manchester-city-vs-newcastle-united,J.Ramsey,6.6,3,0,20,0,0,1,2,0,0,0,0
82,25-26-efl-cup-manchester-city-vs-newcastle-united,Semenyo,6.7,11,0,30,1,2,1,8,3,0,0,0
135,25-26-efl-cup-manchester-city-vs-newcastle-united,Wissa,6.3,4,1,5,1,0,0,2,2,0,0,0
182,25-26-efl-cup-manchester-city-vs-newcastle-united,Trafford,7.4,11,0,30,18,0,0,0,0,0,0,3
402,25-26-efl-cup-manchester-city-vs-newcastle-united,Aït-Nouri,7.1,0,0,6,1,0,1,1,0,0,0,0
405,25-26-efl-cup-manchester-city-vs-newcastle-united,Aké,6.7,9,1,42,2,0,0,1,1,0,0,0
406,25-26-efl-cup-manchester-city-vs-newcastle-united,Khusanov,7.9,6,0,62,6,0,1,2,1,0,0,0
407,25-26-efl-cup-manchester-city-vs-newcastle-united,Matheus N.,6.7,8,0,22,3,0,1,3,1,1,0,0
410,25-26-efl-cup-manchester-city-vs-newcastle-united,Lewis,6.7,4,0,11,1,0,0,2,0,1,0,0
411,25-26-efl-cup-manchester-city-vs-newcastle-united,O'Reilly,6.6,5,0,47,2,0,0,5,2,1,0,0
414,25-26-efl-cup-manchester-city-vs-newcastle-united,Foden,6.8,8,1,34,2,2,2,2,0,0,0,0
417,25-26-efl-cup-manchester-city-vs-newcastle-united,Cherki,7.7,3,1,15,0,0,1,2,0,0,0,0
418,25-26-efl-cup-manchester-city-vs-newcastle-united,Doku,7.4,15,0,19,1,9,4,4,0,0,0,0
427,25-26-efl-cup-manchester-city-vs-newcastle-united,Reijnders,6.7,5,1,5,0,1,2,4,0,0,0,0
430,25-26-efl-cup-manchester-city-vs-newcastle-united,Haaland,6.5,7,0,14,0,0,0,2,1,0,0,0
469,25-26-efl-cup-manchester-city-vs-newcastle-united,Pope,6.4,10,0,21,15,0,0,0,0,0,0,0
473,25-26-efl-cup-manchester-city-vs-newcastle-united,Hall,7.6,24,1,41,9,5,4,4,1,0,0,0
475,25-26-efl-cup-manchester-city-vs-newcastle-united,Botman,6.6,6,1,49,2,0,0,2,2,0,0,0
478,25-26-efl-cup-manchester-city-vs-newcastle-united,Trippier,6.2,2,0,7,2,0,0,1,0,1,0,0
485,25-26-efl-cup-manchester-city-vs-newcastle-united,Gordon,7.6,6,0,12,1,2,1,2,0,0,0,0
486,25-26-efl-cup-manchester-city-vs-newcastle-united,Elanga,6.4,7,0,10,1,1,0,1,0,0,0,0
487,25-26-efl-cup-manchester-city-vs-newcastle-united,Barnes,6.4,4,0,15,0,1,1,2,0,0,0,0
489,25-26-efl-cup-manchester-city-vs-newcastle-united,J.Murphy,6.6,8,0,6,1,4,0,0,0,0,0,0
491,25-26-efl-cup-manchester-city-vs-newcastle-united,Tonali,6.5,5,0,14,2,1,1,2,0,1,0,0
497,25-26-efl-cup-manchester-city-vs-newcastle-united,L.Miley,6.3,6,0,34,4,0,1,5,2,0,0,0
684,25-26-efl-cup-manchester-city-vs-newcastle-united,Thiaw,6.5,5,0,39,4,0,0,1,0,0,0,0
714,25-26-efl-cup-manchester-city-vs-newcastle-united,Woltemade,6.0,5,0,7,0,0,0,7,3,0,0,0
794,25-26-efl-cup-manchester-city-vs-newcastle-united,Alleyne,7.1,11,0,65,8,0,0,0,0,0,0,0
