gameweek,kickoff_time,home_team,home_team_elo,home_score,away_score,away_team,away_team_elo,finished,match_id,match_url,home_possession,away_possession,home_expected_goals_xg,away_expected_goals_xg,home_total_shots,away_total_shots,home_shots_on_target,away_shots_on_target,home_big_chances,away_big_chances,home_big_chances_missed,away_big_chances_missed,home_accurate_passes,away_accurate_passes,home_accurate_passes_pct,away_accurate_passes_pct,home_fouls_committed,away_fouls_committed,home_corners,away_corners,home_xg_open_play,away_xg_open_play,home_xg_set_play,away_xg_set_play,home_non_penalty_xg,away_non_penalty_xg,home_xg_on_target_xgot,away_xg_on_target_xgot,home_shots_off_target,away_shots_off_target,home_blocked_shots,away_blocked_shots,home_hit_woodwork,away_hit_woodwork,home_shots_inside_box,away_shots_inside_box,home_shots_outside_box,away_shots_outside_box,home_passes,away_passes,home_own_half,away_own_half,home_opposition_half,away_opposition_half,home_accurate_long_balls,away_accurate_long_balls,home_accurate_long_balls_pct,away_accurate_long_balls_pct,home_accurate_crosses,away_accurate_crosses,home_accurate_crosses_pct,away_accurate_crosses_pct,home_throws,away_throws,home_touches_in_opposition_box,away_touches_in_opposition_box,home_offsides,away_offsides,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_tackles_won,away_tackles_won,home_tackles_won_pct,away_tackles_won_pct,home_interceptions,away_interceptions,home_blocks,away_blocks,home_clearances,away_clearances,home_keeper_saves,away_keeper_saves,home_duels_won,away_duels_won,home_ground_duels_won,away_ground_duels_won,home_ground_duels_won_pct,away_ground_duels_won_pct,home_aerial_duels_won,away_aerial_duels_won,home_aerial_duels_won_pct,away_aerial_duels_won_pct,home_successful_dribbles,away_successful_dribbles,home_successful_dribbles_pct,away_successful_dribbles_pct,fotmob_id,stats_processed,player_stats_processed,tournament
22.0,2026-01-14T20:00:00+00:00,3.0,2063.76,3.0,2.0,8.0,1831.1,True,25-26-efl-cup-arsenal-vs-chelsea,/matches/chelsea-vs-arsenal/2rhhrp#5103357,58.0,42.0,0.65,2.68,10.0,17.0,5.0,6.0,1.0,3.0,0.0,1.0,421.0,295.0,85.0,83.0,12.0,14.0,6.0,9.0,0.57,2.04,0.08,0.64,0.65,2.68,1.62,3.43,1.0,6.0,4.0,5.0,0.0,0.0,7.0,12.0,3.0,5.0,495.0,356.0,254.0,153.0,167.0,142.0,19.0,12.0,48.0,25.0,2.0,4.0,12.0,21.0,12.0,11.0,19.0,33.0,4.0,2.0,4.0,4.0,0.0,0.0,11.0,19.0,32,64,2.0,6.0,5.0,4.0,23.0,23.0,3.0,3.0,50.0,49.0,38.0,37.0,51.0,49.0,12.0,12.0,50.0,50.0,14.0,8.0,82.0,50.0,,True,True,efl-cup
22.0,2026-01-13T20:00:00+00:00,43.0,1970.85,2.0,0.0,4.0,1837.53,True,25-26-efl-cup-manchester-city-vs-newcastle-united,/matches/manchester-city-vs-newcastle-united/2waqez#5103359,42.0,58.0,0.64,2.01,10.0,11.0,3.0,4.0,4.0,2.0,4.0,0.0,281.0,402.0,82.0,86.0,10.0,12.0,5.0,6.0,0.42,1.88,0.22,0.14,0.64,2.01,0.8,1.69,4.0,2.0,3.0,5.0,2.0,0.0,7.0,8.0,3.0,3.0,341.0,468.0,186.0,134.0,95.0,268.0,22.0,17.0,48.0,36.0,4.0,3.0,22.0,17.0,21.0,18.0,23.0,27.0,4.0,1.0,4.0,4.0,0.0,0.0,15.0,14.0,79,31,5.0,4.0,5.0,3.0,27.0,23.0,3.0,2.0,39.0,43.0,30.0,32.0,48.0,52.0,9.0,11.0,45.0,55.0,4.0,8.0,36.0,50.0,,True,True,efl-cup
