match_id,incident_index,incident_type,minute,added_time,team_side,player_id,player_name,secondary_player_id,secondary_player_name,assist_player_id,assist_player_name,card_type,goal_type,home_score,away_score,text
25-26-efl-cup-arsenal-vs-chelsea,1,card,90,,home,8,J.Timber,,,,,yellow,,,,
25-26-efl-cup-arsenal-vs-chelsea,2,card,90,,away,,,,,,,yellow,,,,
25-26-efl-cup-arsenal-vs-chelsea,3,goal,83,,away,,,,,,,,regular,3,2,
25-26-efl-cup-arsenal-vs-chelsea,4,substitution,82,,home,666,Gyökeres,,,,,,,,,
25-26-efl-cup-arsenal-vs-chelsea,5,substitution,82,,home,21,Rice,30,Havertz,,,,,,,
25-26-efl-cup-arsenal-vs-chelsea,6,substitution,81,,away,,,232,Tosin,,,,,,,
25-26-efl-cup-arsenal-vs-chelsea,7,substitution,81,,away,,,,,,,,,,,
25-26-efl-cup-arsenal-vs-chelsea,8,card,78,,home,,,,,,,yellow,,,,
25-26-efl-cup-arsenal-vs-chelsea,9,card,75,,home,,,,,,,yellow,,,,
25-26-efl-cup-arsenal-vs-chelsea,10,substitution,75,,away,230,Fofana,672,Hato,,,,,,,
25-26-efl-cup-arsenal-vs-chelsea,11,goal,71,,home,,,,,,,,regular,3,1,
25-26-efl-cup-arsenal-vs-chelsea,12,substitution,68,,home,17,Ødegaard,,,,,,,,,
25-26-efl-cup-arsenal-vs-chelsea,13,substitution,67,,home,20,Trossard,,,,,,,,,
25-26-efl-cup-arsenal-vs-chelsea,14,card,65,,away,,,,,,,yellow,,,,
25-26-efl-cup-arsenal-vs-chelsea,15,goal,57,,away,,,,,,,,regular,2,1,
25-26-efl-cup-arsenal-vs-chelsea,16,substitution,53,,away,233,Acheampong,,,,,,,,,
25-26-efl-cup-arsenal-vs-chelsea,17,substitution,53,,away,,,,,,,,,,,
25-26-efl-cup-arsenal-vs-chelsea,18,goal,49,,home,666,Gyökeres,,,,,,regular,2,0,
25-26-efl-cup-arsenal-vs-chelsea,19,card,44,,away,,,,,,,yellow,,,,
25-26-efl-cup-arsenal-vs-chelsea,20,card,42,,home,20,Trossard,,,,,yellow,,,,
25-26-efl-cup-arsenal-vs-chelsea,21,card,42,,away,,,,,,,yellow,,,,
25-26-efl-cup-arsenal-vs-chelsea,22,goal,7,,home,,,,,,,,regular,1,0,
25-26-efl-cup-manchester-city-vs-newcastle-united,1,goal,90,,home,417,Cherki,,,,,,regular,2,0,
25-26-efl-cup-manchester-city-vs-newcastle-united,2,card,90,,away,491,Tonali,,,,,yellow,,,,
25-26-efl-cup-manchester-city-vs-newcastle-united,3,card,90,,away,478,Trippier,,,,,yellow,,,,
25-26-efl-cup-manchester-city-vs-newcastle-united,4,substitution,88,,home,405,Aké,402,Aït-Nouri,,,,,,,
25-26-efl-cup-manchester-city-vs-newcastle-united,5,substitution,87,,away,,,478,Trippier,,,,,,,
25-26-efl-cup-manchester-city-vs-newcastle-united,6,card,83,,home,410,Lewis,,,,,yellow,,,,
25-26-efl-cup-manchester-city-vs-newcastle-united,7,substitution,77,,home,418,Doku,417,Cherki,,,,,,,
25-26-efl-cup-manchester-city-vs-newcastle-united,8,card,76,,away,,,,,,,yellow,,,,
25-26-efl-cup-manchester-city-vs-newcastle-united,9,card,73,,home,,,,,,,yellow,,,,
25-26-efl-cup-manchester-city-vs-newcastle-united,10,substitution,69,,away,485,Gordon,486,Elanga,,,,,,,
25-26-efl-cup-manchester-city-vs-newcastle-united,11,substitution,69,,away,52,J.Ramsey,491,Tonali,,,,,,,
25-26-efl-cup-manchester-city-vs-newcastle-united,12,substitution,69,,away,135,Wissa,714,Woltemade,,,,,,,
25-26-efl-cup-manchester-city-vs-newcastle-united,13,substitution,62,,home,407,Matheus N.,410,Lewis,,,,,,,
25-26-efl-cup-manchester-city-vs-newcastle-united,14,substitution,62,,home,414,Foden,427,Reijnders,,,,,,,
25-26-efl-cup-manchester-city-vs-newcastle-united,15,substitution,62,,home,411,O'Reilly,,,,,,,,,
25-26-efl-cup-manchester-city-vs-newcastle-united,16,goal,53,,home,82,Semenyo,,,,,,regular,1,0,
25-26-efl-cup-manchester-city-vs-newcastle-united,17,substitution,45,,away,489,J.Murphy,487,Barnes,,,,,,,
25-26-efl-cup-manchester-city-vs-newcastle-united,18,card,37,,home,407,Matheus N.,,,,,yellow,,,,
25-26-efl-cup-manchester-city-vs-newcastle-united,19,card,31,,home,411,O'Reilly,,,,,yellow,,,,
25-26-efl-cup-manchester-city-vs-newcastle-united,20,card,31,,away,,,,,,,yellow,,,,
